Sequence_ID	Header	Length	Sequence_Type
g17294.t1	g17294.t1	369	PROTEIN
g17295.t1	g17295.t1	84	PROTEIN
g17296.t1	g17296.t1	526	PROTEIN
g17297.t1	g17297.t1	98	PROTEIN
g17298.t1	g17298.t1	443	PROTEIN
g17299.t1	g17299.t1	620	PROTEIN
g17300.t1	g17300.t1	302	PROTEIN
g17301.t1	g17301.t1	648	PROTEIN
g17302.t1	g17302.t1	695	PROTEIN
g17303.t1	g17303.t1	218	PROTEIN
g17304.t1	g17304.t1	262	PROTEIN
g17305.t1	g17305.t1	745	PROTEIN
g17306.t1	g17306.t1	319	PROTEIN
g17307.t1	g17307.t1	242	PROTEIN
g17308.t1	g17308.t1	628	PROTEIN
g17309.t1	g17309.t1	455	PROTEIN
g17310.t1	g17310.t1	240	PROTEIN
g17311.t1	g17311.t1	1003	PROTEIN
g17312.t1	g17312.t1	67	PROTEIN
g17313.t1	g17313.t1	92	PROTEIN
g17314.t1	g17314.t1	72	PROTEIN
g17315.t1	g17315.t1	107	PROTEIN
g17316.t1	g17316.t1	255	PROTEIN
g17317.t1	g17317.t1	746	PROTEIN
g17318.t1	g17318.t1	165	PROTEIN
g17319.t1	g17319.t1	161	PROTEIN
g17320.t1	g17320.t1	108	PROTEIN
g17321.t1	g17321.t1	106	PROTEIN
g17322.t1	g17322.t1	118	PROTEIN
g17323.t1	g17323.t1	83	PROTEIN
g17324.t1	g17324.t1	103	PROTEIN
g17325.t1	g17325.t1	146	PROTEIN
g17326.t1	g17326.t1	189	PROTEIN
g17327.t1	g17327.t1	306	PROTEIN
g17328.t1	g17328.t1	75	PROTEIN
g17329.t1	g17329.t1	265	PROTEIN
g17330.t1	g17330.t1	200	PROTEIN
g17331.t1	g17331.t1	141	PROTEIN
g17332.t1	g17332.t1	137	PROTEIN
g17333.t1	g17333.t1	374	PROTEIN
g17334.t1	g17334.t1	150	PROTEIN
g17335.t1	g17335.t1	210	PROTEIN
g17336.t1	g17336.t1	141	PROTEIN
g17337.t1	g17337.t1	191	PROTEIN
g17338.t1	g17338.t1	232	PROTEIN
g17339.t1	g17339.t1	282	PROTEIN
g17340.t1	g17340.t1	177	PROTEIN
g17341.t1	g17341.t1	173	PROTEIN
g17342.t1	g17342.t1	308	PROTEIN
g17343.t1	g17343.t1	163	PROTEIN
g17344.t1	g17344.t1	255	PROTEIN
g17345.t1	g17345.t1	97	PROTEIN
g17346.t1	g17346.t1	139	PROTEIN
g17347.t1	g17347.t1	374	PROTEIN
g17348.t1	g17348.t1	160	PROTEIN
g17349.t1	g17349.t1	151	PROTEIN
g17350.t1	g17350.t1	185	PROTEIN
g17351.t1	g17351.t1	261	PROTEIN
g17352.t1	g17352.t1	85	PROTEIN
g17353.t1	g17353.t1	91	PROTEIN
g17354.t2	g17354.t2	394	PROTEIN
g17355.t1	g17355.t1	1238	PROTEIN
g17356.t1	g17356.t1	412	PROTEIN
g17357.t1	g17357.t1	409	PROTEIN
g17358.t1	g17358.t1	392	PROTEIN
g17359.t1	g17359.t1	392	PROTEIN
g17360.t2	g17360.t2	363	PROTEIN
g17361.t1	g17361.t1	611	PROTEIN
g17362.t1	g17362.t1	107	PROTEIN
g17363.t1	g17363.t1	495	PROTEIN
g17364.t1	g17364.t1	578	PROTEIN
g17365.t1	g17365.t1	93	PROTEIN
g17366.t1	g17366.t1	739	PROTEIN
g17367.t1	g17367.t1	107	PROTEIN
g17368.t1	g17368.t1	105	PROTEIN
g17369.t1	g17369.t1	283	PROTEIN
g17370.t1	g17370.t1	79	PROTEIN
g17371.t1	g17371.t1	506	PROTEIN
g17372.t1	g17372.t1	592	PROTEIN
g17373.t1	g17373.t1	129	PROTEIN
g17374.t1	g17374.t1	104	PROTEIN
g17375.t1	g17375.t1	186	PROTEIN
g17376.t1	g17376.t1	263	PROTEIN
g17377.t1	g17377.t1	60	PROTEIN
g17378.t1	g17378.t1	100	PROTEIN
g17379.t1	g17379.t1	238	PROTEIN
g17380.t1	g17380.t1	92	PROTEIN
g17381.t1	g17381.t1	344	PROTEIN
g17382.t1	g17382.t1	116	PROTEIN
g17383.t1	g17383.t1	106	PROTEIN
g17384.t1	g17384.t1	114	PROTEIN
g17385.t1	g17385.t1	84	PROTEIN
g17386.t1	g17386.t1	87	PROTEIN
g17387.t1	g17387.t1	69	PROTEIN
g17388.t1	g17388.t1	167	PROTEIN
g17389.t1	g17389.t1	162	PROTEIN
g17390.t2	g17390.t2	508	PROTEIN
g17391.t1	g17391.t1	214	PROTEIN
g17392.t1	g17392.t1	186	PROTEIN
g17393.t1	g17393.t1	451	PROTEIN
g17394.t1	g17394.t1	160	PROTEIN
g17395.t1	g17395.t1	78	PROTEIN
g17396.t1	g17396.t1	660	PROTEIN
g17397.t1	g17397.t1	474	PROTEIN
g17398.t1	g17398.t1	474	PROTEIN
g17399.t1	g17399.t1	102	PROTEIN
g17400.t1	g17400.t1	688	PROTEIN
g17401.t1	g17401.t1	88	PROTEIN
g17402.t1	g17402.t1	200	PROTEIN
g17403.t1	g17403.t1	276	PROTEIN
g17404.t1	g17404.t1	187	PROTEIN
g17405.t2	g17405.t2	570	PROTEIN
g17406.t1	g17406.t1	354	PROTEIN
g17407.t1	g17407.t1	628	PROTEIN
g17408.t1	g17408.t1	393	PROTEIN
g17409.t1	g17409.t1	221	PROTEIN
g17410.t1	g17410.t1	76	PROTEIN
g17411.t1	g17411.t1	169	PROTEIN
g17412.t1	g17412.t1	87	PROTEIN
g17413.t1	g17413.t1	244	PROTEIN
g17414.t1	g17414.t1	99	PROTEIN
g17415.t1	g17415.t1	74	PROTEIN
g17416.t1	g17416.t1	325	PROTEIN
g17417.t1	g17417.t1	439	PROTEIN
g17418.t1	g17418.t1	207	PROTEIN
g17419.t1	g17419.t1	233	PROTEIN
g17420.t1	g17420.t1	333	PROTEIN
g17421.t1	g17421.t1	317	PROTEIN
g17422.t2	g17422.t2	130	PROTEIN
g17423.t1	g17423.t1	207	PROTEIN
g17424.t1	g17424.t1	84	PROTEIN
g17425.t1	g17425.t1	382	PROTEIN
g17426.t1	g17426.t1	929	PROTEIN
g17427.t1	g17427.t1	670	PROTEIN
g17428.t1	g17428.t1	402	PROTEIN
g17429.t2	g17429.t2	1218	PROTEIN
g17430.t1	g17430.t1	295	PROTEIN
g17431.t1	g17431.t1	120	PROTEIN
g17432.t1	g17432.t1	183	PROTEIN
g17433.t1	g17433.t1	72	PROTEIN
g17434.t1	g17434.t1	134	PROTEIN
g17435.t1	g17435.t1	155	PROTEIN
g17436.t1	g17436.t1	158	PROTEIN
g17437.t1	g17437.t1	191	PROTEIN
g17438.t1	g17438.t1	327	PROTEIN
g17439.t1	g17439.t1	143	PROTEIN
g17440.t1	g17440.t1	467	PROTEIN
g17441.t1	g17441.t1	212	PROTEIN
g17442.t1	g17442.t1	402	PROTEIN
g17443.t1	g17443.t1	102	PROTEIN
g17444.t1	g17444.t1	135	PROTEIN
g17445.t1	g17445.t1	850	PROTEIN
g17446.t1	g17446.t1	239	PROTEIN
g17447.t1	g17447.t1	248	PROTEIN
g17448.t1	g17448.t1	402	PROTEIN
g17449.t1	g17449.t1	90	PROTEIN
g17450.t1	g17450.t1	159	PROTEIN
g17451.t1	g17451.t1	810	PROTEIN
g17452.t2	g17452.t2	230	PROTEIN
g17453.t1	g17453.t1	837	PROTEIN
g17454.t2	g17454.t2	925	PROTEIN
g17455.t1	g17455.t1	101	PROTEIN
g17456.t1	g17456.t1	225	PROTEIN
g17457.t1	g17457.t1	69	PROTEIN
g17458.t1	g17458.t1	104	PROTEIN
g17459.t1	g17459.t1	102	PROTEIN
g17460.t1	g17460.t1	130	PROTEIN
g17461.t1	g17461.t1	593	PROTEIN
g17462.t1	g17462.t1	143	PROTEIN
g17463.t1	g17463.t1	184	PROTEIN
g17464.t1	g17464.t1	1221	PROTEIN
g17465.t2	g17465.t2	592	PROTEIN
g17466.t2	g17466.t2	611	PROTEIN
g17467.t1	g17467.t1	980	PROTEIN
g17468.t1	g17468.t1	282	PROTEIN
g17469.t1	g17469.t1	154	PROTEIN
g17470.t1	g17470.t1	423	PROTEIN
g17471.t2	g17471.t2	142	PROTEIN
g17472.t1	g17472.t1	51	PROTEIN
g17473.t1	g17473.t1	760	PROTEIN
g17474.t1	g17474.t1	111	PROTEIN
g17475.t1	g17475.t1	202	PROTEIN
g17476.t1	g17476.t1	703	PROTEIN
g17477.t1	g17477.t1	70	PROTEIN
g17478.t1	g17478.t1	950	PROTEIN
g17479.t1	g17479.t1	975	PROTEIN
g17480.t1	g17480.t1	334	PROTEIN
g17481.t1	g17481.t1	132	PROTEIN
g17482.t1	g17482.t1	258	PROTEIN
g17483.t1	g17483.t1	355	PROTEIN
g17484.t1	g17484.t1	713	PROTEIN
g17485.t1	g17485.t1	255	PROTEIN
g17486.t1	g17486.t1	252	PROTEIN
g17487.t1	g17487.t1	608	PROTEIN
g17488.t1	g17488.t1	570	PROTEIN
g17489.t1	g17489.t1	105	PROTEIN
g17490.t1	g17490.t1	244	PROTEIN
g17491.t1	g17491.t1	80	PROTEIN
g17492.t1	g17492.t1	495	PROTEIN
g17493.t1	g17493.t1	103	PROTEIN
g17494.t1	g17494.t1	2130	PROTEIN
g17495.t1	g17495.t1	136	PROTEIN
g17496.t1	g17496.t1	119	PROTEIN
g17497.t1	g17497.t1	159	PROTEIN
g17498.t1	g17498.t1	169	PROTEIN
g17499.t1	g17499.t1	102	PROTEIN
g17500.t1	g17500.t1	56	PROTEIN
g17501.t1	g17501.t1	194	PROTEIN
g17502.t1	g17502.t1	236	PROTEIN
g17503.t1	g17503.t1	82	PROTEIN
g17504.t1	g17504.t1	717	PROTEIN
g17505.t1	g17505.t1	131	PROTEIN
g17506.t1	g17506.t1	473	PROTEIN
g17507.t1	g17507.t1	137	PROTEIN
g17508.t1	g17508.t1	103	PROTEIN
g17509.t1	g17509.t1	104	PROTEIN
g17510.t1	g17510.t1	515	PROTEIN
g17511.t1	g17511.t1	266	PROTEIN
g17512.t2	g17512.t2	350	PROTEIN
g17513.t1	g17513.t1	508	PROTEIN
g17514.t1	g17514.t1	137	PROTEIN
g17515.t1	g17515.t1	506	PROTEIN
g17516.t1	g17516.t1	118	PROTEIN
g17517.t1	g17517.t1	132	PROTEIN
g17518.t1	g17518.t1	194	PROTEIN
g17519.t1	g17519.t1	181	PROTEIN
g17520.t1	g17520.t1	220	PROTEIN
g17521.t1	g17521.t1	138	PROTEIN
g17522.t1	g17522.t1	223	PROTEIN
g17523.t1	g17523.t1	57	PROTEIN
g17524.t1	g17524.t1	117	PROTEIN
g17525.t1	g17525.t1	626	PROTEIN
g17526.t1	g17526.t1	449	PROTEIN
g17527.t1	g17527.t1	624	PROTEIN
g17528.t1	g17528.t1	73	PROTEIN
g17529.t1	g17529.t1	102	PROTEIN
g17530.t1	g17530.t1	293	PROTEIN
g17531.t1	g17531.t1	84	PROTEIN
g17532.t1	g17532.t1	90	PROTEIN
g17533.t1	g17533.t1	523	PROTEIN
g17534.t1	g17534.t1	593	PROTEIN
g17535.t1	g17535.t1	133	PROTEIN
g17536.t1	g17536.t1	317	PROTEIN
g17537.t1	g17537.t1	265	PROTEIN
g17538.t1	g17538.t1	524	PROTEIN
g17539.t1	g17539.t1	93	PROTEIN
g17540.t1	g17540.t1	76	PROTEIN
g17541.t1	g17541.t1	104	PROTEIN
g17542.t1	g17542.t1	148	PROTEIN
g17543.t1	g17543.t1	83	PROTEIN
g17544.t1	g17544.t1	242	PROTEIN
g17545.t1	g17545.t1	146	PROTEIN
g17546.t1	g17546.t1	88	PROTEIN
g17547.t1	g17547.t1	68	PROTEIN
g17548.t1	g17548.t1	301	PROTEIN
g17549.t1	g17549.t1	159	PROTEIN
g17550.t1	g17550.t1	405	PROTEIN
g17551.t2	g17551.t2	642	PROTEIN
g17552.t1	g17552.t1	108	PROTEIN
g17553.t1	g17553.t1	123	PROTEIN
g17554.t1	g17554.t1	791	PROTEIN
g17555.t1	g17555.t1	136	PROTEIN
g17556.t1	g17556.t1	80	PROTEIN
g17557.t2	g17557.t2	1635	PROTEIN
g17558.t1	g17558.t1	185	PROTEIN
g17559.t1	g17559.t1	79	PROTEIN
g17560.t1	g17560.t1	123	PROTEIN
g17561.t1	g17561.t1	823	PROTEIN
g17562.t1	g17562.t1	354	PROTEIN
g17563.t1	g17563.t1	281	PROTEIN
g17564.t1	g17564.t1	161	PROTEIN
g17565.t1	g17565.t1	187	PROTEIN
g17566.t1	g17566.t1	133	PROTEIN
g17567.t1	g17567.t1	77	PROTEIN
g17568.t1	g17568.t1	301	PROTEIN
g17569.t1	g17569.t1	193	PROTEIN
g17570.t2	g17570.t2	144	PROTEIN
g17571.t1	g17571.t1	753	PROTEIN
g17572.t1	g17572.t1	871	PROTEIN
g17573.t1	g17573.t1	95	PROTEIN
g17574.t1	g17574.t1	494	PROTEIN
g17575.t1	g17575.t1	47	PROTEIN
g17576.t1	g17576.t1	331	PROTEIN
g17577.t1	g17577.t1	58	PROTEIN
g17578.t1	g17578.t1	61	PROTEIN
g17579.t1	g17579.t1	254	PROTEIN
g17580.t1	g17580.t1	682	PROTEIN
g17581.t1	g17581.t1	110	PROTEIN
g17582.t1	g17582.t1	391	PROTEIN
g17583.t1	g17583.t1	309	PROTEIN
g17584.t1	g17584.t1	193	PROTEIN
g17585.t1	g17585.t1	85	PROTEIN
g17586.t1	g17586.t1	652	PROTEIN
g17587.t1	g17587.t1	107	PROTEIN
g17588.t1	g17588.t1	113	PROTEIN
g17589.t1	g17589.t1	184	PROTEIN
g17590.t1	g17590.t1	1982	PROTEIN
g17591.t1	g17591.t1	50	PROTEIN
g17592.t1	g17592.t1	828	PROTEIN
g17593.t1	g17593.t1	1315	PROTEIN
g17594.t1	g17594.t1	2129	PROTEIN
g17595.t1	g17595.t1	145	PROTEIN
g17596.t1	g17596.t1	66	PROTEIN
g17597.t1	g17597.t1	119	PROTEIN
g17598.t1	g17598.t1	98	PROTEIN
g17599.t1	g17599.t1	879	PROTEIN
g17600.t1	g17600.t1	76	PROTEIN
g17601.t1	g17601.t1	353	PROTEIN
g17602.t1	g17602.t1	150	PROTEIN
g17603.t1	g17603.t1	4253	PROTEIN
g17604.t3	g17604.t3	701	PROTEIN
g17605.t1	g17605.t1	99	PROTEIN
g17606.t1	g17606.t1	97	PROTEIN
g17607.t1	g17607.t1	94	PROTEIN
g17608.t1	g17608.t1	124	PROTEIN
g17609.t1	g17609.t1	789	PROTEIN
g17610.t1	g17610.t1	380	PROTEIN
g17611.t1	g17611.t1	984	PROTEIN
g17612.t1	g17612.t1	463	PROTEIN
g17613.t1	g17613.t1	89	PROTEIN
g17614.t1	g17614.t1	144	PROTEIN
g17615.t1	g17615.t1	169	PROTEIN
g17616.t1	g17616.t1	357	PROTEIN
g17617.t1	g17617.t1	175	PROTEIN
g17618.t1	g17618.t1	410	PROTEIN
g17619.t1	g17619.t1	277	PROTEIN
g17620.t1	g17620.t1	89	PROTEIN
g17621.t1	g17621.t1	448	PROTEIN
g17622.t1	g17622.t1	223	PROTEIN
g17623.t1	g17623.t1	118	PROTEIN
g17624.t1	g17624.t1	173	PROTEIN
g17625.t1	g17625.t1	205	PROTEIN
g17626.t1	g17626.t1	22	PROTEIN
g17627.t1	g17627.t1	86	PROTEIN
g17628.t1	g17628.t1	314	PROTEIN
g17629.t1	g17629.t1	977	PROTEIN
g17630.t1	g17630.t1	272	PROTEIN
g17631.t1	g17631.t1	85	PROTEIN
g17632.t1	g17632.t1	342	PROTEIN
g17633.t1	g17633.t1	408	PROTEIN
g17634.t1	g17634.t1	142	PROTEIN
g17635.t1	g17635.t1	163	PROTEIN
g17636.t1	g17636.t1	79	PROTEIN
g17637.t1	g17637.t1	144	PROTEIN
g17638.t1	g17638.t1	1215	PROTEIN
g17639.t1	g17639.t1	616	PROTEIN
g17640.t1	g17640.t1	1216	PROTEIN
g17641.t1	g17641.t1	146	PROTEIN
g17642.t1	g17642.t1	258	PROTEIN
g17643.t1	g17643.t1	1733	PROTEIN
g17644.t1	g17644.t1	121	PROTEIN
g17645.t1	g17645.t1	96	PROTEIN
g17646.t1	g17646.t1	381	PROTEIN
g17647.t1	g17647.t1	105	PROTEIN
g17648.t1	g17648.t1	987	PROTEIN
g17649.t1	g17649.t1	172	PROTEIN
g17650.t1	g17650.t1	143	PROTEIN
g17651.t1	g17651.t1	507	PROTEIN
g17652.t1	g17652.t1	119	PROTEIN
g17653.t1	g17653.t1	253	PROTEIN
g17654.t1	g17654.t1	342	PROTEIN
g17655.t1	g17655.t1	309	PROTEIN
g17656.t1	g17656.t1	464	PROTEIN
g17657.t1	g17657.t1	356	PROTEIN
g17658.t1	g17658.t1	253	PROTEIN
g17659.t1	g17659.t1	271	PROTEIN
g17660.t1	g17660.t1	857	PROTEIN
g17661.t1	g17661.t1	695	PROTEIN
g17662.t1	g17662.t1	283	PROTEIN
g17663.t1	g17663.t1	506	PROTEIN
g17664.t1	g17664.t1	384	PROTEIN
g17665.t1	g17665.t1	104	PROTEIN
g17666.t1	g17666.t1	108	PROTEIN
g17667.t1	g17667.t1	86	PROTEIN
g17668.t1	g17668.t1	141	PROTEIN
g17669.t1	g17669.t1	139	PROTEIN
g17670.t1	g17670.t1	92	PROTEIN
g17671.t1	g17671.t1	122	PROTEIN
g17672.t1	g17672.t1	71	PROTEIN
g17673.t3	g17673.t3	803	PROTEIN
g17674.t1	g17674.t1	396	PROTEIN
g17675.t1	g17675.t1	459	PROTEIN
g17676.t1	g17676.t1	128	PROTEIN
g17677.t1	g17677.t1	260	PROTEIN
g17678.t1	g17678.t1	291	PROTEIN
g17679.t1	g17679.t1	584	PROTEIN
g17680.t2	g17680.t2	166	PROTEIN
g17681.t1	g17681.t1	409	PROTEIN
g17682.t1	g17682.t1	1087	PROTEIN
g17683.t1	g17683.t1	51	PROTEIN
g17684.t1	g17684.t1	72	PROTEIN
g17685.t1	g17685.t1	440	PROTEIN
g17686.t1	g17686.t1	593	PROTEIN
g17687.t1	g17687.t1	101	PROTEIN
g17688.t1	g17688.t1	171	PROTEIN
g17689.t1	g17689.t1	108	PROTEIN
g17690.t1	g17690.t1	827	PROTEIN
g17691.t1	g17691.t1	273	PROTEIN
g17692.t1	g17692.t1	228	PROTEIN
g17693.t1	g17693.t1	396	PROTEIN
g17694.t1	g17694.t1	117	PROTEIN
g17695.t1	g17695.t1	395	PROTEIN
g17696.t1	g17696.t1	668	PROTEIN
g17697.t1	g17697.t1	762	PROTEIN
g17698.t1	g17698.t1	596	PROTEIN
g17699.t1	g17699.t1	113	PROTEIN
g17700.t1	g17700.t1	998	PROTEIN
g17701.t1	g17701.t1	79	PROTEIN
g17702.t1	g17702.t1	68	PROTEIN
g17703.t1	g17703.t1	101	PROTEIN
g17704.t1	g17704.t1	172	PROTEIN
g17705.t1	g17705.t1	109	PROTEIN
g17706.t1	g17706.t1	1009	PROTEIN
g17707.t1	g17707.t1	174	PROTEIN
g17708.t1	g17708.t1	280	PROTEIN
g17709.t1	g17709.t1	114	PROTEIN
g17710.t1	g17710.t1	3692	PROTEIN
g17711.t1	g17711.t1	149	PROTEIN
g17712.t1	g17712.t1	373	PROTEIN
g17713.t1	g17713.t1	162	PROTEIN
g17714.t1	g17714.t1	335	PROTEIN
g17715.t1	g17715.t1	98	PROTEIN
g17716.t1	g17716.t1	109	PROTEIN
g17717.t1	g17717.t1	85	PROTEIN
g17718.t1	g17718.t1	780	PROTEIN
g17719.t1	g17719.t1	196	PROTEIN
g17720.t1	g17720.t1	229	PROTEIN
g17721.t1	g17721.t1	141	PROTEIN
g17722.t1	g17722.t1	376	PROTEIN
g17723.t1	g17723.t1	112	PROTEIN
g17724.t1	g17724.t1	74	PROTEIN
g17725.t1	g17725.t1	96	PROTEIN
g17726.t1	g17726.t1	162	PROTEIN
g17727.t1	g17727.t1	747	PROTEIN
g17728.t1	g17728.t1	103	PROTEIN
g17729.t1	g17729.t1	124	PROTEIN
g17730.t1	g17730.t1	509	PROTEIN
g17731.t1	g17731.t1	156	PROTEIN
g17732.t1	g17732.t1	542	PROTEIN
g17733.t1	g17733.t1	739	PROTEIN
g17734.t1	g17734.t1	196	PROTEIN
g17735.t1	g17735.t1	694	PROTEIN
g17736.t1	g17736.t1	240	PROTEIN
g17737.t1	g17737.t1	95	PROTEIN
g17738.t1	g17738.t1	166	PROTEIN
g17739.t1	g17739.t1	1110	PROTEIN
g17740.t1	g17740.t1	213	PROTEIN
g17741.t1	g17741.t1	652	PROTEIN
g17742.t1	g17742.t1	1538	PROTEIN
g17743.t1	g17743.t1	465	PROTEIN
g17744.t1	g17744.t1	81	PROTEIN
g17745.t1	g17745.t1	525	PROTEIN
g17746.t1	g17746.t1	958	PROTEIN
g17747.t1	g17747.t1	107	PROTEIN
g17748.t1	g17748.t1	145	PROTEIN
g17749.t1	g17749.t1	305	PROTEIN
g17750.t1	g17750.t1	322	PROTEIN
g17751.t1	g17751.t1	157	PROTEIN
g17752.t1	g17752.t1	210	PROTEIN
g17753.t1	g17753.t1	107	PROTEIN
g17754.t1	g17754.t1	944	PROTEIN
g17755.t1	g17755.t1	87	PROTEIN
g17756.t1	g17756.t1	98	PROTEIN
g17757.t1	g17757.t1	100	PROTEIN
g17758.t1	g17758.t1	87	PROTEIN
g17759.t1	g17759.t1	126	PROTEIN
g17760.t1	g17760.t1	858	PROTEIN
g17761.t1	g17761.t1	208	PROTEIN
g17762.t1	g17762.t1	139	PROTEIN
g17763.t1	g17763.t1	212	PROTEIN
g17764.t1	g17764.t1	870	PROTEIN
g17765.t1	g17765.t1	200	PROTEIN
g17766.t1	g17766.t1	492	PROTEIN
g17767.t1	g17767.t1	146	PROTEIN
g17768.t1	g17768.t1	92	PROTEIN
g17769.t1	g17769.t1	801	PROTEIN
g17770.t1	g17770.t1	149	PROTEIN
g17771.t1	g17771.t1	309	PROTEIN
g17772.t1	g17772.t1	91	PROTEIN
g17773.t1	g17773.t1	195	PROTEIN
g17774.t1	g17774.t1	340	PROTEIN
g17775.t1	g17775.t1	76	PROTEIN
g17776.t1	g17776.t1	331	PROTEIN
g17777.t1	g17777.t1	872	PROTEIN
g17778.t1	g17778.t1	754	PROTEIN
g17779.t1	g17779.t1	252	PROTEIN
g17780.t1	g17780.t1	2338	PROTEIN
g17781.t1	g17781.t1	490	PROTEIN
g17782.t1	g17782.t1	244	PROTEIN
g17783.t1	g17783.t1	98	PROTEIN
g17784.t1	g17784.t1	186	PROTEIN
g17785.t1	g17785.t1	654	PROTEIN
g17786.t1	g17786.t1	82	PROTEIN
g17787.t1	g17787.t1	255	PROTEIN
g17788.t1	g17788.t1	40	PROTEIN
g17789.t1	g17789.t1	225	PROTEIN
g17790.t1	g17790.t1	331	PROTEIN
g17791.t1	g17791.t1	235	PROTEIN
g17792.t1	g17792.t1	265	PROTEIN
g17793.t1	g17793.t1	551	PROTEIN
g17794.t1	g17794.t1	331	PROTEIN
g17795.t1	g17795.t1	149	PROTEIN
g17796.t1	g17796.t1	1042	PROTEIN
g17797.t1	g17797.t1	384	PROTEIN
g17798.t1	g17798.t1	186	PROTEIN
g17799.t1	g17799.t1	306	PROTEIN
g17800.t1	g17800.t1	82	PROTEIN
g17801.t1	g17801.t1	59	PROTEIN
g17802.t1	g17802.t1	161	PROTEIN
g17803.t1	g17803.t1	191	PROTEIN
g17804.t1	g17804.t1	99	PROTEIN
g17805.t1	g17805.t1	284	PROTEIN
g17806.t1	g17806.t1	85	PROTEIN
g17807.t1	g17807.t1	1217	PROTEIN
g17808.t1	g17808.t1	296	PROTEIN
g17809.t1	g17809.t1	165	PROTEIN
g17810.t1	g17810.t1	173	PROTEIN
g17811.t1	g17811.t1	660	PROTEIN
g17812.t1	g17812.t1	177	PROTEIN
g17813.t1	g17813.t1	121	PROTEIN
g17814.t1	g17814.t1	195	PROTEIN
g17815.t1	g17815.t1	270	PROTEIN
g17816.t1	g17816.t1	642	PROTEIN
g17817.t1	g17817.t1	252	PROTEIN
g17818.t2	g17818.t2	873	PROTEIN
g17819.t2	g17819.t2	192	PROTEIN
g17820.t1	g17820.t1	95	PROTEIN
g17821.t1	g17821.t1	318	PROTEIN
g17822.t1	g17822.t1	691	PROTEIN
g17823.t1	g17823.t1	2888	PROTEIN
g17824.t1	g17824.t1	313	PROTEIN
g17825.t1	g17825.t1	262	PROTEIN
g17826.t1	g17826.t1	73	PROTEIN
g17827.t1	g17827.t1	1020	PROTEIN
g17828.t1	g17828.t1	455	PROTEIN
g17829.t1	g17829.t1	82	PROTEIN
g17830.t1	g17830.t1	222	PROTEIN
g17831.t1	g17831.t1	67	PROTEIN
g17832.t1	g17832.t1	139	PROTEIN
g17833.t1	g17833.t1	1917	PROTEIN
g17834.t1	g17834.t1	228	PROTEIN
g17835.t1	g17835.t1	1894	PROTEIN
g17836.t1	g17836.t1	82	PROTEIN
g17837.t1	g17837.t1	102	PROTEIN
g17838.t1	g17838.t1	585	PROTEIN
g17839.t1	g17839.t1	1010	PROTEIN
g17840.t1	g17840.t1	213	PROTEIN
g17841.t1	g17841.t1	232	PROTEIN
g17842.t1	g17842.t1	111	PROTEIN
g17843.t1	g17843.t1	312	PROTEIN
g17844.t1	g17844.t1	240	PROTEIN
g17845.t1	g17845.t1	163	PROTEIN
g17846.t1	g17846.t1	845	PROTEIN
g17847.t1	g17847.t1	92	PROTEIN
g17848.t1	g17848.t1	81	PROTEIN
g17849.t1	g17849.t1	79	PROTEIN
g17850.t1	g17850.t1	2399	PROTEIN
g17851.t1	g17851.t1	105	PROTEIN
g17852.t1	g17852.t1	99	PROTEIN
g17853.t1	g17853.t1	219	PROTEIN
g17854.t1	g17854.t1	232	PROTEIN
g17855.t1	g17855.t1	775	PROTEIN
g17856.t1	g17856.t1	195	PROTEIN
g17857.t1	g17857.t1	236	PROTEIN
g17858.t1	g17858.t1	746	PROTEIN
g17859.t1	g17859.t1	221	PROTEIN
g17860.t1	g17860.t1	689	PROTEIN
g17861.t1	g17861.t1	73	PROTEIN
g17862.t1	g17862.t1	441	PROTEIN
g17863.t1	g17863.t1	117	PROTEIN
g17864.t1	g17864.t1	101	PROTEIN
g17865.t1	g17865.t1	94	PROTEIN
g17866.t1	g17866.t1	101	PROTEIN
g17867.t1	g17867.t1	135	PROTEIN
g17868.t1	g17868.t1	113	PROTEIN
g17869.t1	g17869.t1	138	PROTEIN
g17870.t1	g17870.t1	347	PROTEIN
g17871.t1	g17871.t1	466	PROTEIN
g17872.t1	g17872.t1	316	PROTEIN
g17873.t1	g17873.t1	368	PROTEIN
g17874.t1	g17874.t1	220	PROTEIN
g17875.t1	g17875.t1	727	PROTEIN
g17876.t1	g17876.t1	82	PROTEIN
g17877.t1	g17877.t1	271	PROTEIN
g17878.t1	g17878.t1	153	PROTEIN
g17879.t1	g17879.t1	288	PROTEIN
g17880.t1	g17880.t1	120	PROTEIN
g17881.t1	g17881.t1	564	PROTEIN
g17882.t1	g17882.t1	41	PROTEIN
g17883.t1	g17883.t1	124	PROTEIN
g17884.t1	g17884.t1	101	PROTEIN
g17885.t1	g17885.t1	122	PROTEIN
g17886.t1	g17886.t1	688	PROTEIN
g17887.t1	g17887.t1	270	PROTEIN
g17888.t1	g17888.t1	202	PROTEIN
g17889.t1	g17889.t1	93	PROTEIN
g17890.t1	g17890.t1	318	PROTEIN
g17891.t1	g17891.t1	149	PROTEIN
g17892.t1	g17892.t1	211	PROTEIN
g17893.t1	g17893.t1	115	PROTEIN
g17894.t1	g17894.t1	132	PROTEIN
g17895.t1	g17895.t1	210	PROTEIN
g17896.t1	g17896.t1	788	PROTEIN
g17897.t1	g17897.t1	78	PROTEIN
g17898.t1	g17898.t1	132	PROTEIN
g17899.t1	g17899.t1	82	PROTEIN
