gene_id	rank	final_score	decision	reason	sequence_length	best_hit_accession	best_hit_species	best_hit_taxid	best_hit_lineage	best_identity_pct	best_query_coverage_pct	best_evalue	best_bitscore	qualifying_hits	total_blast_hits	arthropod_fraction	bacterial_fraction	fungal_fraction	non_arthropod_eukaryote_fraction	other_prokaryote_fraction	taxonomy_classification	homology_score	taxonomy_score	annotation_score	interpro_score	target_class_score	functional_description	interpro_accessions	interpro_descriptions	pfam	panther	go_terms	functional_keywords	target_class	best_hit_description
g2543.t1	274	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	206	tr|A0ABR3I4V8|A0ABR3I4V8_LOXSC	Loxostege sticticalis	481309	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	72.059	99.0	1.33e-105	315.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Protein kinase-like domain superfamily	IPR011009	Protein kinase-like domain superfamily	PF01633; Choline/ethanolamine kinase	PTHR22603; CHOLINE/ETHANOALAMINE KINASE	GO:0004305(PANTHER)|GO:0005737(PANTHER)|GO:0006646(PANTHER)	enzyme	SIGNALING	ethanolamine kinase OS=Loxostege sticticalis OX=481309 GN=ABMA27_015939 PE=3 SV=1
g3370.t1	275	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	2262	tr|A0A9J7IZ86|A0A9J7IZ86_SPOLT	Spodoptera litura	69820	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	73.994	99.0	0.0	3491.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	SMG1, PIKK catalytic domain	IPR039414; IPR000403; IPR014009; IPR050517; IPR036940; IPR016024; IPR031559; IPR011009	SMG1, PIKK catalytic domain; Phosphatidylinositol 3-/4-kinase, catalytic domain; PIK-related kinase, FAT domain; DNA Damage Response and Repair Kinase; Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily; Armadillo-type fold; Serine/threonine-protein kinase SMG1; Protein kinase-like domain superfamily	PF15785; Serine/threonine-protein kinase smg-1; PF00454; Phosphatidylinositol 3- and 4-kinase	PTHR11139; ATAXIA TELANGIECTASIA MUTATED  ATM -RELATED	GO:0000184(InterPro)|GO:0004674(InterPro); GO:0004674(PANTHER)|GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0016242(PANTHER)|GO:0031929(PANTHER)|GO:0031931(PANTHER)|GO:0031932(PANTHER); GO:0000184(InterPro)|GO:0004674(InterPro)|GO:0016310(InterPro)	enzyme	SIGNALING	non-specific serine/threonine protein kinase OS=Spodoptera litura OX=69820 GN=LOC111359158 PE=3 SV=1
g18158.t1	276	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	483	tr|A0A4C1UD32|A0A4C1UD32_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	84.969	99.0	0.0	678.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	G protein-coupled receptor, rhodopsin-like	IPR000276; IPR017452	G protein-coupled receptor, rhodopsin-like; GPCR, rhodopsin-like, 7TM	PF00001; 7 transmembrane receptor (rhodopsin family)	PTHR22752; G PROTEIN-COUPLED RECEPTOR	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro); GO:0016020(InterPro); GO:0004930(PANTHER)|GO:0007186(PANTHER)	receptor; membrane	SIGNALING	tr|A0A4C1UD32|A0A4C1UD32_EUMVA G-protein coupled receptors family 1 profile domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_86199_1 PE=4 SV=1
g2746.t1	277	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	638	tr|A0ACC1D3E0|A0ACC1D3E0_9NEOP	Dendrolimus kikuchii	765133	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	71.704	99.0	0.0	977.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Protein kinase domain	IPR000719; IPR017441; IPR011009; IPR008271	Protein kinase domain; Protein kinase, ATP binding site; Protein kinase-like domain superfamily; Serine/threonine-protein kinase, active site	PF00069; Protein kinase domain	PTHR24359; SERINE/THREONINE-PROTEIN KINASE SBK1	GO:0005524(InterPro)|GO:0006468(InterPro); GO:0004674(PANTHER); GO:0005524(InterPro); GO:0004672(InterPro)|GO:0006468(InterPro)	enzyme	SIGNALING	Protein kinase domain-containing protein OS=Dendrolimus kikuchii OX=765133 GN=K1T71_006282 PE=4 SV=1
g1107.t1	278	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	601	tr|A0A9R0DVB5|A0A9R0DVB5_SPOFR	Spodoptera frugiperda	7108	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	83.67	99.0	0.0	1007.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Protein kinase domain	IPR000719; IPR011009; IPR016137; IPR036305; IPR000961; IPR000239; IPR044926; IPR017441	Protein kinase domain; Protein kinase-like domain superfamily; RGS domain; RGS domain superfamily; AGC-kinase, C-terminal; GPCR kinase; RGS, subdomain 2; Protein kinase, ATP binding site	PF00069; Protein kinase domain; PF00615; Regulator of G protein signaling domain	PTHR24355; G PROTEIN-COUPLED RECEPTOR KINASE/RIBOSOMAL PROTEIN S6 KINASE	GO:0005524(InterPro)|GO:0006468(InterPro); GO:0004672(PANTHER)|GO:0005737(PANTHER)|GO:0006468(PANTHER)|GO:0009966(PANTHER); GO:0004674(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro); GO:0004703(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)|GO:0007165(InterPro); GO:0005524(InterPro)	enzyme; receptor; signal	SIGNALING	G protein-coupled receptor kinase OS=Spodoptera frugiperda OX=7108 GN=LOC118270229 PE=3 SV=1
g2840.t1	279	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	303	tr|A0A9P0N7D2|A0A9P0N7D2_SPOLI	Spodoptera littoralis	7109	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	83.553	99.0	0.0	525.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Neuropeptide-activated GPCR	IPR052665; IPR000276; IPR017452; IPR001817	Neuropeptide-activated GPCR; G protein-coupled receptor, rhodopsin-like; GPCR, rhodopsin-like, 7TM; Vasopressin receptor	PF00001; 7 transmembrane receptor (rhodopsin family)	PTHR24224; CARDIOACCELERATORY PEPTIDE RECEPTOR-RELATED	GO:0005886(PANTHER)|GO:0007218(PANTHER)|GO:0008188(PANTHER)|GO:0016020(PANTHER); GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro); GO:0016020(InterPro); GO:0005000(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)	receptor; membrane	SIGNALING	G-protein coupled receptors family 1 profile domain-containing protein OS=Spodoptera littoralis OX=7109 GN=SPLIT_LOCUS9489 PE=3 SV=1
g17139.t1	280	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	585	tr|A0A4C1X9M4|A0A4C1X9M4_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	87.65	99.0	0.0	948.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Protein kinase domain	IPR000719; IPR001245; IPR011009; IPR020635; IPR017441; IPR008266; IPR050122	Protein kinase domain; Serine-threonine/tyrosine-protein kinase, catalytic domain; Protein kinase-like domain superfamily; Tyrosine-protein kinase, catalytic domain; Protein kinase, ATP binding site; Tyrosine-protein kinase, active site; Receptor Tyrosine Kinase	PF07714; Protein tyrosine and serine/threonine kinase	PTHR24416; TYROSINE-PROTEIN KINASE RECEPTOR	GO:0005524(InterPro)|GO:0006468(InterPro); GO:0004672(InterPro)|GO:0006468(InterPro); GO:0004713(InterPro)|GO:0006468(InterPro); GO:0005524(InterPro); GO:0004714(PANTHER)|GO:0005030(PANTHER)|GO:0005886(PANTHER)|GO:0007169(PANTHER)|GO:0007275(PANTHER)|GO:0010976(PANTHER)|GO:0030424(PANTHER)|GO:0033674(PANTHER)|GO:0043121(PANTHER)|GO:0043235(PANTHER)|GO:0051897(PANTHER)|GO:1990090(PANTHER)	enzyme; receptor	SIGNALING	tr|A0A4C1X9M4|A0A4C1X9M4_EUMVA Tyrosine-protein kinase transmembrane receptor Ror OS=Eumeta variegata OX=151549 GN=Ror PE=4 SV=1
g14576.t1	281	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	326	tr|A0A0S1YDB6|A0A0S1YDB6_CHISP	Chilo suppressalis	168631	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	71.692	99.0	5.93e-176	503.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	G-protein coupled receptor 2	IPR050332; IPR000832; IPR017981	G-protein coupled receptor 2; GPCR, family 2, secretin-like; GPCR, family 2-like, 7TM	PF00002; 7 transmembrane receptor (Secretin family)	PTHR45620; PDF RECEPTOR-LIKE PROTEIN-RELATED	GO:0005886(PANTHER)|GO:0007188(PANTHER)|GO:0008528(PANTHER); GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro); GO:0004888(InterPro)|GO:0007166(InterPro)|GO:0016020(InterPro)	receptor; membrane	SIGNALING	tr|A0A0S1YDB6|A0A0S1YDB6_CHISP Neuropeptide receptor B4 OS=Chilo suppressalis OX=168631 GN=B4 PE=2 SV=1
g16270.t1	282	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	1011	tr|A0A6J2JBU6|A0A6J2JBU6_BOMMA	Bombyx mandarina	7092	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	88.834	99.0	0.0	1791.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	HR1 repeat superfamily	IPR036274; IPR000719; IPR035892; IPR011072; IPR000961; IPR008271; IPR037313; IPR011009; IPR017892; IPR017441	HR1 repeat superfamily; Protein kinase domain; C2 domain superfamily; HR1 rho-binding domain; AGC-kinase, C-terminal; Serine/threonine-protein kinase, active site; Serine/threonine-protein kinase N, first HR1 domain; Protein kinase-like domain superfamily; Protein kinase, C-terminal; Protein kinase, ATP binding site	PF00069; Protein kinase domain; PF02185; Hr1 repeat; PF00433; Protein kinase C terminal domain	PTHR24351; RIBOSOMAL PROTEIN S6 KINASE	GO:0005524(InterPro)|GO:0006468(InterPro); GO:0007165(InterPro); GO:0004674(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro); GO:0004672(InterPro)|GO:0006468(InterPro); GO:0004674(InterPro)|GO:0006468(InterPro)|GO:0031267(InterPro); GO:0005524(InterPro)	enzyme	SIGNALING	tr|A0A6J2JBU6|A0A6J2JBU6_BOMMA protein kinase C OS=Bombyx mandarina OX=7092 GN=LOC114240586 PE=3 SV=1
g4502.t1	283	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	588	tr|A0A921Z0K6|A0A921Z0K6_MANSE	Manduca sexta	7130	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	85.329	99.0	0.0	1080.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Tyrosine-protein kinase, active site	IPR008266; IPR050122; IPR000001; IPR001245; IPR038178; IPR013806; IPR036790; IPR000719; IPR018056; IPR020067; IPR017441; IPR011009; IPR020635	Tyrosine-protein kinase, active site; Receptor Tyrosine Kinase; Kringle; Serine-threonine/tyrosine-protein kinase, catalytic domain; Kringle superfamily; Kringle-like fold; Frizzled cysteine-rich domain superfamily; Protein kinase domain; Kringle, conserved site; Frizzled domain; Protein kinase, ATP binding site; Protein kinase-like domain superfamily; Tyrosine-protein kinase, catalytic domain	PF00051; Kringle domain; PF07714; Protein tyrosine and serine/threonine kinase; PF01392; Fz domain	PTHR24416; TYROSINE-PROTEIN KINASE RECEPTOR	GO:0004672(InterPro)|GO:0006468(InterPro); GO:0004714(PANTHER)|GO:0005886(PANTHER)|GO:0007169(PANTHER)|GO:0007275(PANTHER)|GO:0017147(PANTHER)|GO:0033674(PANTHER)|GO:0043235(PANTHER); GO:0005515(InterPro); GO:0005524(InterPro)|GO:0006468(InterPro); GO:0005524(InterPro); GO:0004713(InterPro)|GO:0006468(InterPro)	enzyme; receptor	SIGNALING	receptor protein-tyrosine kinase OS=Manduca sexta OX=7130 GN=O3G_MSEX005565 PE=4 SV=1
g17616.t1	284	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	357	tr|A0A194R122|A0A194R122_PAPMA	Papilio machaon	76193	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	86.402	99.0	0.0	632.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	TRPM, SLOG domain	IPR041491; IPR050927	TRPM, SLOG domain; Transient receptor potential cation channel M	PF18139; SLOG in TRPM	PTHR13800; TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL, SUBFAMILY M, MEMBER 6	GO:0005261(PANTHER)|GO:0005886(PANTHER)|GO:0030001(PANTHER)|GO:0098655(PANTHER)	receptor; transporter	SIGNALING	tr|A0A194R122|A0A194R122_PAPMA Transient receptor potential cation channel CG34123 OS=Papilio machaon OX=76193 GN=RR48_13175 PE=4 SV=1
g6420.t1	285	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	415	tr|A0A8J9YC40|A0A8J9YC40_9NEOP	Brenthis ino	405034	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	92.029	99.0	0.0	777.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Phosphoglycerate kinase	IPR001576; IPR015911; IPR015824; IPR036043	Phosphoglycerate kinase; Phosphoglycerate kinase, conserved site; Phosphoglycerate kinase, N-terminal; Phosphoglycerate kinase superfamily	PF00162; Phosphoglycerate kinase	PTHR11406; PHOSPHOGLYCERATE KINASE	GO:0004618(InterPro)|GO:0006096(InterPro); GO:0004618(PANTHER)|GO:0004618(InterPro)|GO:0005524(PANTHER)|GO:0005829(PANTHER)|GO:0006094(PANTHER)|GO:0006096(InterPro)|GO:0006096(PANTHER)|GO:0043531(PANTHER)	enzyme	SIGNALING	Phosphoglycerate kinase (Fragment) OS=Brenthis ino OX=405034 GN=BINO364_LOCUS8284 PE=3 SV=1
g2110.t1	286	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	546	tr|A0ABM3MLJ8|A0ABM3MLJ8_GALME	Galleria mellonella	7137	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	91.743	99.0	0.0	1077.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Phosphatidylinositol 3-/4-kinase, conserved site	IPR018936; IPR000403; IPR001263; IPR015433; IPR042236; IPR016024; IPR011009; IPR036940	Phosphatidylinositol 3-/4-kinase, conserved site; Phosphatidylinositol 3-/4-kinase, catalytic domain; Phosphoinositide 3-kinase, accessory (PIK) domain; Phosphatidylinositol 3-/4-kinase; Phosphoinositide 3-kinase, accessory (PIK) domain superfamily; Armadillo-type fold; Protein kinase-like domain superfamily; Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily	PF00454; Phosphatidylinositol 3- and 4-kinase; PF00613; Phosphoinositide 3-kinase family, accessory domain (PIK domain)	PTHR10048; PHOSPHATIDYLINOSITOL KINASE	GO:0016301(InterPro); GO:0004430(PANTHER)|GO:0005737(PANTHER)|GO:0005886(PANTHER)|GO:0016020(PANTHER)|GO:0046854(PANTHER)|GO:0046854(InterPro)|GO:0048015(PANTHER)|GO:0052742(PANTHER)	enzyme	SIGNALING	1-phosphatidylinositol 4-kinase OS=Galleria mellonella OX=7137 GN=LOC113514863 PE=3 SV=1
g18557.t1	287	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	603	tr|A0A8S0ZY62|A0A8S0ZY62_ARCPL	Arctia plantaginis	874455	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	87.993	99.0	0.0	972.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	CRIB domain superfamily	IPR036936; IPR000719; IPR008271; IPR000095; IPR011009; IPR051931; IPR017441; IPR033923	CRIB domain superfamily; Protein kinase domain; Serine/threonine-protein kinase, active site; CRIB domain; Protein kinase-like domain superfamily; Serine/threonine-protein kinase PAK 3-like; Protein kinase, ATP binding site; p21 activated kinase binding domain	PF00786; P21-Rho-binding domain; PF00069; Protein kinase domain	PTHR45832; SERINE/THREONINE-PROTEIN KINASE SAMKA-RELATED-RELATED	GO:0005524(InterPro)|GO:0006468(InterPro); GO:0004672(InterPro)|GO:0006468(InterPro); GO:0005524(InterPro); GO:0004674(InterPro)	enzyme	SIGNALING	tr|A0A8S0ZY62|A0A8S0ZY62_ARCPL non-specific serine/threonine protein kinase OS=Arctia plantaginis OX=874455 GN=APLA_LOCUS4474 PE=3 SV=1
g2667.t1	288	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	728	tr|A0A4C2AFB5|A0A4C2AFB5_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	81.641	99.0	0.0	1177.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Intracellular Signaling and Trafficking Protein	IPR051866; IPR011009; IPR007330; IPR000719; IPR036181	Intracellular Signaling and Trafficking Protein; Protein kinase-like domain superfamily; MIT domain; Protein kinase domain; MIT domain superfamily	PF04212; MIT (microtubule interacting and transport) domain; PF00069; Protein kinase domain	PTHR15508; RIBOSOMAL PROTEIN S6 KINASE	GO:0005524(InterPro)|GO:0006468(InterPro)	enzyme; transporter; signal	SIGNALING	Ribosomal protein S6 kinase-like 1 OS=Eumeta variegata OX=151549 GN=RPS6KL1 PE=4 SV=1
g2278.t1	289	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	157	tr|A0ABN8L655|A0ABN8L655_CHISP	Manduca sexta	7130	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	93.59	99.0	7.81e-100	299.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Pseudokinase tribbles family/serine-threonine-protein kinase 40	IPR024104; IPR011009; IPR000719	Pseudokinase tribbles family/serine-threonine-protein kinase 40; Protein kinase-like domain superfamily; Protein kinase domain	PF00069; Protein kinase domain	PTHR22961; SER/THR PROTEIN KINASE-TRB	GO:0005634(PANTHER)|GO:0031434(PANTHER)|GO:0032436(PANTHER)|GO:0043405(PANTHER); GO:0005524(InterPro)|GO:0006468(InterPro)	enzyme	SIGNALING	Protein kinase domain-containing protein OS=Chilo suppressalis OX=168631 GN=CHILSU_LOCUS7963 PE=3 SV=1
g1101.t2	290	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	536	tr|A0A4C1X6I1|A0A4C1X6I1_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	91.771	99.0	0.0	1044.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Pyruvate kinase, C-terminal	IPR015795; IPR036918; IPR011037; IPR001697; IPR015806; IPR040442; IPR015813; IPR018209; IPR015793	Pyruvate kinase, C-terminal; Pyruvate kinase, C-terminal domain superfamily; Pyruvate kinase-like, insert domain superfamily; Pyruvate kinase; Pyruvate kinase, insert domain superfamily; Pyruvate kinase-like domain superfamily; Pyruvate/Phosphoenolpyruvate kinase-like domain superfamily; Pyruvate kinase, active site; Pyruvate kinase, barrel	PF02887; Pyruvate kinase, alpha/beta domain; PF00224; Pyruvate kinase, barrel domain	PTHR11817; PYRUVATE KINASE	GO:0000287(InterPro)|GO:0004743(InterPro)|GO:0006096(InterPro)|GO:0030955(InterPro); GO:0004743(InterPro)|GO:0006096(InterPro)	enzyme	SIGNALING	Pyruvate kinase (Fragment) OS=Eumeta variegata OX=151549 GN=PyK PE=3 SV=1
g19329.t1	291	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	735	tr|A0A6J3CA49|A0A6J3CA49_GALME	Galleria mellonella	7137	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	90.897	99.0	0.0	1392.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	EF-Hand 1, calcium-binding site	IPR018247; IPR001206; IPR002219; IPR002048; IPR037607; IPR000756; IPR046349; IPR017438; IPR011992; IPR016064; IPR029477; IPR038199	EF-Hand 1, calcium-binding site; Diacylglycerol kinase, catalytic domain; Protein kinase C-like, phorbol ester/diacylglycerol-binding domain; EF-hand domain; Diacylglycerol kinase; Diacylglycerol kinase, accessory domain; C1-like domain superfamily; Inorganic polyphosphate/ATP-NAD kinase, N-terminal; EF-hand domain pair; NAD kinase/diacylglycerol kinase-like domain superfamily; Diacylglycerol kinase type I, N-terminal; DGK type I, N-terminal domain superfamily	PF00781; Diacylglycerol kinase catalytic domain; PF00130; Phorbol esters/diacylglycerol binding domain (C1 domain); PF13499; EF-hand domain pair; PF00609; Diacylglycerol kinase accessory domain; PF14513; Diacylglycerol kinase N-terminus	PTHR11255; DIACYLGLYCEROL KINASE	GO:0016301(InterPro); GO:0005509(InterPro); GO:0004143(InterPro)|GO:0004143(PANTHER)|GO:0005886(PANTHER)|GO:0007165(InterPro)|GO:0016020(PANTHER); GO:0004143(InterPro)|GO:0007200(InterPro)	enzyme; transcription_factor	SIGNALING	tr|A0A6J3CA49|A0A6J3CA49_GALME Diacylglycerol kinase OS=Galleria mellonella OX=7137 GN=LOC113513442 PE=3 SV=2
g19566.t1	292	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	195	tr|A0A4C1ZTZ1|A0A4C1ZTZ1_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	72.874	99.0	4.97e-117	348.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Adenylate kinase/UMP-CMP kinase	IPR000850; IPR033690; IPR027417	Adenylate kinase/UMP-CMP kinase; Adenylate kinase, conserved site; P-loop containing nucleoside triphosphate hydrolase	PF00406; Adenylate kinase	PTHR23359; NUCLEOTIDE KINASE	GO:0005524(InterPro)|GO:0006139(InterPro)|GO:0019205(InterPro)	enzyme	SIGNALING	tr|A0A4C1ZTZ1|A0A4C1ZTZ1_EUMVA Adenylate kinase isoenzyme 1 OS=Eumeta variegata OX=151549 GN=AK1 PE=3 SV=1
g15738.t1	293	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	241	tr|A0A4C1VT94|A0A4C1VT94_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	95.798	99.0	4.39e-164	463.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	AMP-activated protein kinase, glycogen-binding domain	IPR032640; IPR050827; IPR013783; IPR037256; IPR014756	AMP-activated protein kinase, glycogen-binding domain; CRP1/MDG1 DNA-binding & kinase subunit; Immunoglobulin-like fold; ASC domain superfamily; Immunoglobulin E-set	PF16561; Glycogen recognition site of AMP-activated protein kinase	PTHR10343; 5'-AMP-ACTIVATED PROTEIN KINASE , BETA SUBUNIT	GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0007165(PANTHER)|GO:0019901(PANTHER)|GO:0031588(PANTHER)	enzyme; transcription_factor	SIGNALING	tr|A0A4C1VT94|A0A4C1VT94_EUMVA 5'-AMP-activated protein kinase subunit beta-1 OS=Eumeta variegata OX=151549 GN=PRKAB1 PE=3 SV=1
g5853.t1	294	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	523	tr|A0A821QL00|A0A821QL00_9NEOP	Pieris macdunnoughi	345717	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	79.619	99.0	0.0	850.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Protein-Tyrosine Phosphatase	IPR050348; IPR001251; IPR000242; IPR036865; IPR003595; IPR029021; IPR016130; IPR000387	Protein-Tyrosine Phosphatase; CRAL-TRIO lipid binding domain; Tyrosine-specific protein phosphatase, PTPase domain; CRAL-TRIO lipid binding domain superfamily; Protein-tyrosine phosphatase, catalytic; Protein-tyrosine phosphatase-like; Protein-tyrosine phosphatase, active site; Tyrosine-specific protein phosphatases domain	PF00102; Protein-tyrosine phosphatase; PF00650; CRAL/TRIO domain	PTHR19134; RECEPTOR-TYPE TYROSINE-PROTEIN PHOSPHATASE	GO:0004725(PANTHER); GO:0004725(InterPro)|GO:0006470(InterPro); GO:0016311(InterPro)	enzyme; receptor	SIGNALING	Tyrosine-protein phosphatase non-receptor type 9 OS=Pieris macdunnoughi OX=345717 GN=PMACD_LOCUS4979 PE=3 SV=1
