qseqid	sseqid	pident	length	qlen	slen	qcovs	evalue	bitscore	stitle	source	source_file	classification
g9328.t1	tr|A0A4C1YMQ7|A0A4C1YMQ7_EUMVA	94.366	355	372	471	95	0.0	658.0	PiggyBac transposable element-derived protein 4 OS=Eumeta variegata OX=151549 GN=PGBD4 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9328.t1	tr|A0A4C1UBE5|A0A4C1UBE5_EUMVA	98.168	273	372	441	73	0.0	561.0	PiggyBac transposable element-derived protein 4 OS=Eumeta variegata OX=151549 GN=PGBD4 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9328.t1	tr|A0AAU9TMZ7|A0AAU9TMZ7_EUPED	72.131	366	372	571	98	0.0	548.0	PiggyBac transposable element-derived protein domain-containing protein OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS3842 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9328.t1	tr|A0AAU9VBW5|A0AAU9VBW5_EUPED	74.238	361	372	360	97	0.0	543.0	PiggyBac transposable element-derived protein domain-containing protein OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS21704 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9328.t1	tr|A0A821UGT9|A0A821UGT9_9NEOP	73.384	263	372	309	71	1.05e-143	419.0	PiggyBac transposable element-derived protein domain-containing protein OS=Pieris macdunnoughi OX=345717 GN=PMACD_LOCUS10353 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9329.t1	tr|A0A8J9YM41|A0A8J9YM41_9NEOP	64.967	451	610	844	74	0.0	657.0	HTH CENPB-type domain-containing protein (Fragment) OS=Brenthis ino OX=405034 GN=BINO364_LOCUS16498 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9329.t1	tr|A0A8J9VKT5|A0A8J9VKT5_9NEOP	64.745	451	610	698	74	0.0	652.0	HTH CENPB-type domain-containing protein (Fragment) OS=Brenthis ino OX=405034 GN=BINO364_LOCUS7602 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9329.t1	tr|A0A8J2W3L2|A0A8J2W3L2_9NEOP	63.797	453	610	721	74	0.0	635.0	(African queen) hypothetical protein OS=Danaus chrysippus OX=151541 GN=DCHRY22_LOCUS8080 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9329.t1	tr|A0A8K0C8C9|A0A8K0C8C9_IGNLU	62.212	434	610	607	71	0.0	586.0	HTH CENPB-type domain-containing protein OS=Ignelater luminosus OX=2038154 GN=ILUMI_24858 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9329.t1	tr|A0A8K0C9G8|A0A8K0C9G8_IGNLU	62.442	434	610	622	71	0.0	585.0	HTH CENPB-type domain-containing protein OS=Ignelater luminosus OX=2038154 GN=ILUMI_24856 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9329.t1	tr|A0A8K0D3V5|A0A8K0D3V5_IGNLU	59.292	452	610	569	74	0.0	565.0	HTH CENPB-type domain-containing protein (Fragment) OS=Ignelater luminosus OX=2038154 GN=ILUMI_09437 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9329.t1	tr|A0ABM3V5Y5|A0ABM3V5Y5_MUSDO	55.098	461	610	656	75	0.0	555.0	Uncharacterized protein LOC131803594 OS=Musca domestica OX=7370 GN=LOC131803695 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9329.t1	tr|A0ABM3VKP5|A0ABM3VKP5_MUSDO	54.881	461	610	656	75	0.0	552.0	LOW QUALITY PROTEIN: uncharacterized protein LOC131806369 OS=Musca domestica OX=7370 GN=LOC131806369 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9329.t1	tr|A0ABM3VHD6|A0ABM3VHD6_MUSDO	55.098	461	610	558	75	0.0	551.0	Tigger transposable element-derived protein 1-like OS=Musca domestica OX=7370 GN=LOC131805698 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9329.t1	tr|A0AAV8X3L1|A0AAV8X3L1_9CUCU	53.863	453	610	588	74	0.0	539.0	HTH CENPB-type domain-containing protein OS=Rhamnusium bicolor OX=1586634 GN=NQ314_014135 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9330.t1	tr|A0ABD1DZW5|A0ABD1DZW5_HYPHA	47.321	224	247	495	89	1.03e-36	144.0	PHD-type domain-containing protein OS=Hypothenemus hampei OX=57062 GN=ABEB36_015493 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9331.t1	tr|A0AAV1LK04|A0AAV1LK04_9NEOP	50.455	440	516	593	82	3.82e-149	449.0	PiggyBac transposable element-derived protein domain-containing protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS14047 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9331.t1	tr|A0AAV1LCZ9|A0AAV1LCZ9_9NEOP	50.227	440	516	593	82	4.58e-148	446.0	PiggyBac transposable element-derived protein domain-containing protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS12628 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9331.t1	tr|A0A8R2NJ61|A0A8R2NJ61_ACYPI	47.754	423	516	585	81	9.22e-126	389.0	PiggyBac transposable element-derived protein domain-containing protein OS=Acyrthosiphon pisum OX=7029 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9331.t1	tr|A0A6G0W2H4|A0A6G0W2H4_APHCR	47.393	422	516	585	81	9.380000000000001e-125	386.0	PiggyBac transposable element-derived protein 4-like OS=Aphis craccivora OX=307492 GN=FWK35_00033846 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9331.t1	tr|A0A7E5X0K5|A0A7E5X0K5_TRINI	44.47	443	516	685	82	3.45e-122	382.0	PiggyBac transposable element-derived protein 3-like OS=Trichoplusia ni OX=7111 GN=LOC113507956 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9331.t1	tr|A0A653BPW7|A0A653BPW7_CALMS	47.761	402	516	496	76	5.510000000000001e-122	376.0	PiggyBac transposable element-derived protein domain-containing protein OS=Callosobruchus maculatus OX=64391 GN=CALMAC_LOCUS2829 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9331.t1	tr|A0A6G0SWN3|A0A6G0SWN3_APHGL	45.581	430	516	579	82	6.800000000000001e-122	378.0	PiggyBac transposable element-derived protein domain-containing protein OS=Aphis glycines OX=307491 GN=AGLY_017098 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9332.t1	tr|A0A4C1Z8D5|A0A4C1Z8D5_EUMVA	91.597	476	476	476	100	0.0	921.0	C2H2-type domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_104026_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9332.t1	tr|A0ABQ7QST9|A0ABQ7QST9_PLUXY	69.456	478	476	465	100	0.0	668.0	Nuclear respiratory factor 1 NLS/DNA-binding dimerisation domain-containing protein OS=Plutella xylostella OX=51655 GN=JYU34_006779 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9332.t1	tr|A0A8S4GA04|A0A8S4GA04_PLUXY	69.456	478	476	465	100	0.0	668.0	(diamondback moth) hypothetical protein OS=Plutella xylostella OX=51655 GN=PLXY2_LOCUS15234 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9332.t1	tr|A0A9P0FZR8|A0A9P0FZR8_CHRIL	68.267	479	476	476	99	0.0	667.0	C2H2-type domain-containing protein OS=Chrysodeixis includens OX=689277 GN=CINC_LOCUS11646 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9332.t1	tr|A0AAV1LVL9|A0AAV1LVL9_9NEOP	69.136	486	476	479	100	0.0	661.0	C2H2-type domain-containing protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS18028 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9332.t1	tr|A0ACC2R4F9|A0ACC2R4F9_9NEOP	66.804	485	476	478	100	0.0	660.0	Nuclear respiratory factor 1 NLS/DNA-binding dimerisation domain-containing protein OS=Mythimna loreyi OX=667449 GN=PYW08_001406 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9332.t1	tr|A0A8B8IIM1|A0A8B8IIM1_VANTA	70.124	482	476	470	100	0.0	659.0	Uncharacterized protein LOC113400761 OS=Vanessa tameamea OX=334116 GN=LOC113400761 PE=4 SV=2	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9332.t1	tr|A0AAU9V837|A0AAU9V837_EUPED	69.917	482	476	470	100	0.0	657.0	Nuclear respiratory factor 1 NLS/DNA-binding dimerisation domain-containing protein OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS20095 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9332.t1	tr|A0A2W1BKU2|A0A2W1BKU2_HELAM	67.5	480	476	472	100	0.0	657.0	Nuclear respiratory factor 1 NLS/DNA-binding dimerisation domain-containing protein OS=Helicoverpa armigera OX=29058 GN=HaOG211626 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9332.t1	tr|A0A8S1BKX1|A0A8S1BKX1_ARCPL	66.32	481	476	478	100	0.0	654.0	Nuclear respiratory factor 1 NLS/DNA-binding dimerisation domain-containing protein OS=Arctia plantaginis OX=874455 GN=APLA_LOCUS17546 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9343.t1	tr|A0A4C1VLV8|A0A4C1VLV8_EUMVA	78.283	198	282	553	70	7.98e-111	340.0	Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_20535_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9343.t1	tr|A0A4C1X8S5|A0A4C1X8S5_EUMVA	77.778	198	282	663	70	7.18e-109	338.0	Retrotransposon Pao-like RNAseH-like domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_38876_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9343.t1	tr|A0A4C1ZSK0|A0A4C1ZSK0_EUMVA	78.788	198	282	591	70	9.34e-108	333.0	Retrotransposon Pao-like RNAseH-like domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_90840_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9343.t1	tr|A0ABM3MPI3|A0ABM3MPI3_GALME	66.5	200	282	1369	71	1.08e-82	280.0	Uncharacterized protein LOC128201151 OS=Galleria mellonella OX=7137 GN=LOC128201151 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9343.t1	tr|A0ACC1CER4|A0ACC1CER4_9NEOP	60.294	204	282	1399	72	2.81e-79	271.0	Retrotransposon Pao-like RNAseH-like domain-containing protein OS=Dendrolimus kikuchii OX=765133 GN=K1T71_014577 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9345.t1	tr|A0A4C1TFH0|A0A4C1TFH0_EUMVA	95.272	698	698	838	100	0.0	1377.0	Major facilitator superfamily domain-containing protein 6 OS=Eumeta variegata OX=151549 GN=Mfsd6 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9345.t1	tr|A0A8B8IMH6|A0A8B8IMH6_VANTA	88.286	700	698	848	100	0.0	1200.0	Uncharacterized protein LOC113401393 isoform X1 OS=Vanessa tameamea OX=334116 GN=LOC113401393 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9345.t1	tr|A0AAV1M3H2|A0AAV1M3H2_9NEOP	88.143	700	698	851	100	0.0	1193.0	Major facilitator superfamily associated domain-containing protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS20303 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9345.t1	tr|A0A8S4EPQ8|A0A8S4EPQ8_PLUXY	87.0	700	698	851	100	0.0	1189.0	(diamondback moth) hypothetical protein OS=Plutella xylostella OX=51655 GN=PLXY2_LOCUS6414 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9345.t1	tr|A0ABQ7R0G8|A0ABQ7R0G8_PLUXY	87.0	700	698	851	100	0.0	1189.0	Major facilitator superfamily associated domain-containing protein OS=Plutella xylostella OX=51655 GN=JYU34_003610 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9345.t1	tr|A0A8S3WWD8|A0A8S3WWD8_PARAO	88.0	700	698	851	100	0.0	1188.0	(apollo) hypothetical protein OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS11196 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9345.t1	tr|A0A5E4Q0X0|A0A5E4Q0X0_9NEOP	87.019	701	698	848	100	0.0	1179.0	Major facilitator superfamily associated domain-containing protein OS=Leptidea sinapis OX=189913 GN=LSINAPIS_LOCUS3895 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9345.t1	tr|A0AAU9UYH0|A0AAU9UYH0_EUPED	87.0	700	698	846	100	0.0	1178.0	Major facilitator superfamily associated domain-containing protein OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS17448 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9345.t1	tr|A0A8J9YBH0|A0A8J9YBH0_9NEOP	87.447	701	698	846	100	0.0	1178.0	Major facilitator superfamily associated domain-containing protein (Fragment) OS=Brenthis ino OX=405034 GN=BINO364_LOCUS10295 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9345.t1	tr|A0AAV1J4Q4|A0AAV1J4Q4_9NEOP	86.591	701	698	847	100	0.0	1177.0	Major facilitator superfamily associated domain-containing protein OS=Leptosia nina OX=320188 GN=LNINA_LOCUS4213 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9349.t1	tr|A0A8J2R6E3|A0A8J2R6E3_9NEOP	37.5	120	127	149	76	0.007	44.3	(African queen) hypothetical protein OS=Danaus chrysippus OX=151541 GN=DCHRY22_LOCUS13835 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9353.t2	tr|A0A4C1VDE2|A0A4C1VDE2_EUMVA	88.609	992	1015	1045	97	0.0	1687.0	Polycomb protein Asx OS=Eumeta variegata OX=151549 GN=Asx PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9353.t2	tr|A0ACC1DDJ6|A0ACC1DDJ6_9NEOP	58.177	1064	1015	1052	99	0.0	1014.0	DEUBAD domain-containing protein OS=Dendrolimus kikuchii OX=765133 GN=K1T71_002403 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9353.t2	tr|A0A9P0N8A5|A0A9P0N8A5_SPOLI	59.32	1030	1015	1015	99	0.0	1004.0	DEUBAD domain-containing protein OS=Spodoptera littoralis OX=7109 GN=SPLIT_LOCUS10434 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9353.t2	tr|A0A9J7IPR6|A0A9J7IPR6_SPOLT	59.223	1030	1015	1015	99	0.0	1001.0	Polycomb group protein ASXL3 OS=Spodoptera litura OX=69820 GN=LOC111352404 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9353.t2	tr|A0A194R2J3|A0A194R2J3_PAPMA	59.556	1036	1015	1016	99	0.0	998.0	Polycomb protein Asx OS=Papilio machaon OX=76193 GN=RR48_09854 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9353.t2	tr|A0A9R0EME7|A0A9R0EME7_SPOFR	59.612	1030	1015	1015	99	0.0	998.0	Polycomb group protein ASXL3 OS=Spodoptera frugiperda OX=7108 GN=LOC118273042 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9353.t2	tr|A0A8S1ANW6|A0A8S1ANW6_ARCPL	58.027	1034	1015	1486	99	0.0	997.0	DEUBAD domain-containing protein OS=Arctia plantaginis OX=874455 GN=APLA_LOCUS12266 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9353.t2	tr|A0A8S3YE50|A0A8S3YE50_PARAO	60.02	1023	1015	1075	99	0.0	988.0	(apollo) hypothetical protein OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS26823 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9353.t2	tr|A0A194PKK4|A0A194PKK4_PAPXU	58.955	1033	1015	1015	99	0.0	987.0	Polycomb protein Asx OS=Papilio xuthus OX=66420 GN=RR46_13131 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9353.t2	tr|A0AAV1M8F3|A0AAV1M8F3_9NEOP	59.745	1021	1015	1021	99	0.0	985.0	DEUBAD domain-containing protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS21772 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9359.t1	tr|A0ABM3N2R7|A0ABM3N2R7_GALME	59.6	250	253	257	98	8.860000000000001e-103	308.0	Uncharacterized protein LOC128202263 isoform X2 OS=Galleria mellonella OX=7137 GN=LOC128202263 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9359.t1	tr|A0A7E5WC92|A0A7E5WC92_TRINI	60.251	239	253	257	94	1.1199999999999999e-95	290.0	Uncharacterized protein LOC113501007 isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113501007 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9359.t1	tr|A0A921YRC9|A0A921YRC9_MANSE	62.162	222	253	258	87	2.49e-95	289.0	Uncharacterized protein OS=Manduca sexta OX=7130 GN=O3G_MSEX003137 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9359.t1	tr|A0A821TCQ2|A0A821TCQ2_9NEOP	63.514	222	253	252	87	2.5299999999999998e-95	289.0	Uncharacterized protein OS=Pieris macdunnoughi OX=345717 GN=PMACD_LOCUS8715 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9359.t1	tr|A0A7E5WAS9|A0A7E5WAS9_TRINI	60.684	234	253	259	92	2.81e-95	289.0	Uncharacterized protein LOC113501007 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113501007 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9359.t1	tr|A0ACC1DCT1|A0ACC1DCT1_9NEOP	61.712	222	253	259	87	3.65e-95	288.0	Uncharacterized protein OS=Dendrolimus kikuchii OX=765133 GN=K1T71_002398 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9359.t1	tr|A0A9J7DYN5|A0A9J7DYN5_SPOLT	58.12	234	253	297	92	6.85e-95	289.0	Uncharacterized protein LOC111352625 isoform X1 OS=Spodoptera litura OX=69820 GN=LOC111352625 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9359.t1	tr|A0A8R2HSB1|A0A8R2HSB1_BOMMO	62.162	222	253	257	87	1.1e-94	287.0	Uncharacterized protein OS=Bombyx mori OX=7091 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9359.t1	tr|A0A9P0IFT7|A0A9P0IFT7_SPOLI	58.12	234	253	297	92	1.13e-94	289.0	Uncharacterized protein OS=Spodoptera littoralis OX=7109 GN=SPLIT_LOCUS10440 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9361.t1	tr|A0A4C1VDC4|A0A4C1VDC4_EUMVA	68.38	642	581	643	100	0.0	897.0	Leucine-rich repeat-containing protein 43 OS=Eumeta variegata OX=151549 GN=LRRC43 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9361.t1	tr|A0ABR3IE82|A0ABR3IE82_LOXSC	49.057	583	581	593	98	0.0	563.0	Leucine-rich repeat-containing protein 43 OS=Loxostege sticticalis OX=481309 GN=ABMA27_013137 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9361.t1	tr|A0ACC0JUD4|A0ACC0JUD4_CHOFU	49.144	584	581	592	99	0.0	560.0	Uncharacterized protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_002082 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9361.t1	tr|A0A8S4SBP2|A0A8S4SBP2_9NEOP	48.116	584	581	591	99	0.0	548.0	Jg19800 protein OS=Pararge aegeria aegeria OX=348720 GN=jg19800 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9361.t1	tr|A0ABM3M3W0|A0ABM3M3W0_BICAN	49.479	576	581	586	97	0.0	547.0	Uncharacterized protein LOC112058285 OS=Bicyclus anynana OX=110368 GN=LOC112058285 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9361.t1	tr|A0A212FDU1|A0A212FDU1_DANPL	47.723	593	581	595	99	0.0	542.0	Uncharacterized protein OS=Danaus plexippus plexippus OX=278856 GN=KGM_214113 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9361.t1	tr|A0AAU9V3Z1|A0AAU9V3Z1_EUPED	47.708	589	581	599	99	0.0	541.0	Uncharacterized protein OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS19224 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9361.t1	tr|A0A8J2W296|A0A8J2W296_9NEOP	47.723	593	581	595	99	0.0	541.0	(African queen) hypothetical protein OS=Danaus chrysippus OX=151541 GN=DCHRY22_LOCUS7674 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9361.t1	tr|A0ABN8ISP4|A0ABN8ISP4_9NEOP	45.734	586	581	589	99	0.0	534.0	Dynein axonemal assembly factor 1 homolog (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS13366 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9361.t1	tr|A0ABN8B767|A0ABN8B767_CHISP	47.569	576	581	594	97	0.0	534.0	Leucine-rich repeat-containing protein 43 OS=Chilo suppressalis OX=168631 GN=CHILSU_LOCUS8008 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9368.t1	tr|A0A9N9R990|A0A9N9R990_9NEOP	74.828	290	389	649	75	1.31e-121	375.0	Uncharacterized protein OS=Diatraea saccharalis OX=40085 GN=DIATSA_LOCUS9409 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9368.t1	tr|A0ACC0L229|A0ACC0L229_CHOFU	75.087	289	389	831	73	1.6500000000000001e-105	338.0	Uncharacterized protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_005952 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9368.t1	tr|A0ABM3MZE9|A0ABM3MZE9_GALME	64.437	284	389	818	73	9.57e-90	297.0	Uncharacterized protein LOC128202005 OS=Galleria mellonella OX=7137 GN=LOC128202005 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9368.t1	tr|A0ACC0JHA9|A0ACC0JHA9_CHOFU	70.732	287	389	732	73	1.54e-88	291.0	Uncharacterized protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_012611 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9368.t1	tr|A0A9P0AUM1|A0A9P0AUM1_BRAAE	59.091	286	389	831	72	5.86e-78	266.0	Uncharacterized protein OS=Brassicogethes aeneus OX=1431903 GN=MELIAE_LOCUS1506 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9377.t1	tr|A0AAW1UH55|A0AAW1UH55_9CUCU	50.0	54	63	158	84	0.000804	44.7	Uncharacterized protein OS=Henosepilachna vigintioctopunctata OX=420089 GN=WA026_006612 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9377.t1	tr|A0ACF8W9D1|A0ACF8W9D1_9HEMI	45.902	61	63	118	95	0.000834	43.9	Uncharacterized protein OS=Semiaphis heraclei OX=796293 GN=ACI65C_000858 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9378.t1	tr|A0A8S3W4D2|A0A8S3W4D2_PARAO	55.319	94	118	115	80	2.4399999999999997e-24	98.6	(apollo) hypothetical protein OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS2034 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9378.t1	tr|A0A8K0DFM1|A0A8K0DFM1_IGNLU	61.446	83	118	316	70	1.4500000000000002e-21	96.7	DDE-1 domain-containing protein OS=Ignelater luminosus OX=2038154 GN=ILUMI_06406 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9378.t1	tr|A0AAU9VER5|A0AAU9VER5_EUPED	55.085	118	118	432	100	4.230000000000001e-21	96.7	DDE-1 domain-containing protein OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS22774 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9382.t1	tr|A0A9J7DXZ4|A0A9J7DXZ4_SPOLT	57.944	107	124	635	77	5.7299999999999996e-24	105.0	Phosphodiesterase OS=Spodoptera litura OX=69820 GN=LOC111352194 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9382.t1	tr|A0A7E5VER6|A0A7E5VER6_TRINI	57.009	107	124	616	77	6.24e-24	105.0	Phosphodiesterase OS=Trichoplusia ni OX=7111 GN=LOC113493155 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9383.t1	tr|A0A8J2QS92|A0A8J2QS92_9NEOP	44.186	86	94	1137	91	9.47e-16	80.9	alpha-glucosidase OS=Danaus chrysippus OX=151541 GN=DCHRY22_LOCUS7171 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9383.t1	tr|A0A8J2QS92|A0A8J2QS92_9NEOP	48.077	52	94	1137	91	1.76e-08	60.5	alpha-glucosidase OS=Danaus chrysippus OX=151541 GN=DCHRY22_LOCUS7171 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9383.t1	tr|A0A8S3X262|A0A8S3X262_PARAO	52.055	73	94	1114	78	3.19e-15	79.3	alpha-glucosidase OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS13200 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9383.t1	tr|A0A8S3X262|A0A8S3X262_PARAO	48.571	70	94	1114	78	9.31e-13	72.4	alpha-glucosidase OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS13200 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9383.t1	tr|A0A212F5X2|A0A212F5X2_DANPL	47.222	72	94	539	77	3.67e-15	79.3	alpha-glucosidase OS=Danaus plexippus plexippus OX=278856 GN=KGM_201308 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
