Gene_ID,Length,GC(%),N_Count,Invalid_Characters
g24211,57088,36.77,0,
g24212,7213,32.22,0,
g24213,21180,36.55,0,
g24214,267,64.79,0,
g24215,804,52.61,0,
g24216,9507,38.86,0,
g24217,468,55.13,0,
g24218,31540,36.72,0,
g24219,1029,41.79,0,
g2422,14024,35.8,0,
g24220,285,57.54,0,
g24221,396,63.64,0,
g24222,1964,30.91,0,
g24223,681,66.37,0,
g24224,7874,36.64,0,
g24225,291,35.05,0,
g24226,237,29.54,0,
g24227,6347,32.98,0,
g24228,73806,36.07,0,
g24229,1182,67.77,0,
g2423,855,45.26,0,
g24230,807,35.07,0,
g24231,1089,40.96,0,
g24232,6775,37.76,0,
g24233,3410,33.78,0,
g24234,5502,46.58,0,
g24235,255,59.22,0,
g24236,225,59.11,0,
g24237,3531,34.58,0,
g24238,315,69.52,0,
g24239,8955,49.47,0,
g2424,987,45.39,0,
g24240,4345,34.02,0,
g24241,17719,38.24,0,
g24242,487,37.17,0,
g24243,1908,47.48,0,
g24244,3326,43.87,0,
g24245,2820,40.25,0,
g24246,279,42.65,0,
g24247,1594,39.71,0,
g24248,1280,37.81,0,
g24249,2859,36.76,0,
g2425,9280,37.16,0,
g24250,749,46.46,0,
g24251,3123,36.63,0,
g24252,25350,37.38,0,
g24253,7048,37.63,0,
g24254,1608,39.43,0,
g24255,823,32.81,0,
g24256,29096,36.54,0,
g24257,5831,38.59,0,
g24258,909,37.62,0,
g24259,1604,39.84,0,
g2426,11567,35.83,0,
g24260,2091,35.15,0,
g24261,2559,40.37,0,
g24262,13075,38.91,0,
g24263,1762,32.58,0,
g24264,10389,36.15,0,
g24265,33797,37.39,0,
g24266,21099,37.84,0,
g24267,44018,36.56,0,
g24268,3158,34.45,0,
g24269,255,69.02,0,
g2427,9976,36.97,0,
g24270,13287,38.51,0,
g24271,35651,37.74,0,
g24272,6327,34.58,0,
g24273,8298,35.67,0,
g24274,10011,33.54,0,
g24275,34564,39.12,0,
g24276,2416,35.84,0,
g24277,804,46.39,0,
g24278,3538,39.43,0,
g24279,1902,45.48,0,
g2428,751,54.86,0,
g24280,8839,35.03,0,
g24281,9466,36.04,0,
g24282,5770,33.38,0,
g24283,2167,35.49,0,
g24284,2324,33.35,0,
g24285,2881,35.54,0,
g24286,7987,33.72,0,
g24287,813,57.07,0,
g24288,6065,32.02,0,
g24289,306,57.52,0,
g2429,372,63.17,0,
g24290,312,52.56,0,
g24291,5678,36.93,0,
g24292,327,49.85,0,
g24293,34735,35.28,0,
g24294,1560,36.03,0,
g24295,1432,32.82,0,
g24296,2586,32.25,0,
g24297,9995,38.53,0,
g24298,15607,36.33,0,
g24299,4396,36.33,0,
g243,1062,36.44,0,
g2430,255,73.33,0,
g24300,6410,36.05,0,
g24301,71187,36.39,0,
g24302,2793,38.7,0,
g24303,5424,33.3,0,
g24304,5764,39.04,0,
g24305,21731,38.64,0,
g24306,54077,34.01,0,
g24307,471,44.8,0,
g24308,12394,37.2,0,
g24309,7778,56.79,0,
g2431,29358,34.44,0,
g24310,696,59.77,0,
g24311,363,50.96,0,
g24312,261,49.43,0,
g24313,273,53.11,0,
g24314,22205,36.75,0,
g24315,1851,44.79,0,
g24316,933,35.8,0,
g24317,8199,34.75,0,
g24318,7245,37.87,0,
g24319,5955,32.41,0,
g2432,11197,52.84,0,
g24320,3013,34.55,0,
g24321,831,37.06,0,
g24322,2677,36.5,0,
g24323,7311,39.09,0,
g24324,6276,37.06,0,
g24325,228,64.47,0,
g24326,33398,36.45,0,
g24327,33096,36.36,0,
g24328,10721,36.93,0,
g24329,2830,45.69,0,
g2433,3007,37.38,0,
g24330,3195,31.67,0,
g24331,4884,36.28,0,
g24332,3704,39.77,0,
g24333,8919,36.28,0,
g24334,252,60.32,0,
g24335,22096,39.93,0,
g24336,27610,37.51,0,
g24337,20306,34.8,0,
g24338,40652,36.83,0,
g24339,57436,37.66,0,
g2434,1197,36.84,0,
g24340,685,33.43,0,
g24341,243,54.73,0,
g24342,57813,36.06,0,
g24343,7678,34.71,0,
g24344,3046,36.97,0,
g24345,6765,38.15,0,
g24346,44639,35.37,0,
g24347,16655,39.91,0,
g24348,584,46.92,0,
g24349,800,56.12,0,
g2435,321,38.63,0,
g24350,16150,34.58,0,
g24351,18748,36.54,0,
g24352,19397,36.4,0,
g24353,4139,36.55,0,
g24354,42753,36.74,0,
g24355,5052,32.44,0,
g24356,4056,38.81,0,
g24357,10904,33.77,0,
g24358,3388,41.71,0,
g24359,79976,35.79,0,
g2436,12275,38.03,0,
g24360,774,38.76,0,
g24361,22234,34.58,0,
g24362,900,39.11,0,
g24363,5013,32.28,0,
g24364,19961,32.72,0,
g24365,36798,35.36,0,
g24366,20577,37.96,0,
g24367,16241,33.94,0,
g24368,23941,33.11,0,
g24369,6203,42.77,0,
g2437,2076,35.84,0,
g24370,2160,33.56,0,
g24371,4475,31.71,0,
g24372,1047,39.16,0,
g24373,1270,31.18,0,
g24374,8521,32.6,0,
g24375,19663,36.28,0,
g24376,4445,42.07,0,
g24377,3467,39.05,0,
g24378,20914,37.8,0,
g24379,3344,33.04,0,
g2438,9123,34.28,0,
g24380,1938,34.16,0,
g24381,17135,34.09,0,
g24382,7085,37.12,0,
g24383,13801,38.19,0,
g24384,592,57.09,0,
g24385,600,52.0,0,
g24386,411,50.61,0,
g24387,312,46.47,0,
g24388,375,47.47,0,
g24389,372,43.55,0,
g2439,11288,38.97,0,
g24390,897,55.63,0,
g24391,998,52.51,0,
g24392,1741,53.42,0,
g24393,1009,52.43,0,
g24394,288,57.99,0,
g24395,258,65.89,0,
g24396,279,55.91,0,
g24397,6451,37.44,0,
g24398,2727,32.42,0,
g24399,1251,34.61,0,
g244,1281,35.44,0,
g2440,2547,38.48,0,
g24400,6377,33.23,0,
g24401,4065,32.18,0,
g24402,23350,34.02,0,
g24403,2241,35.92,0,
g24404,1974,37.03,0,
g24405,10945,39.38,0,
g24406,725,38.34,0,
g24407,560,31.96,0,
g24408,13749,42.73,0,
g24409,47845,37.4,0,
g2441,48060,35.5,0,
g24410,5547,33.08,0,
g24411,20607,34.72,0,
g24412,7173,36.0,0,
g24413,13921,35.59,0,
g24414,64661,37.53,0,
g24415,861,43.09,0,
g24416,3352,32.19,0,
g24417,1652,32.63,0,
g24418,6872,33.13,0,
g24419,1277,30.31,0,
g2442,11801,35.37,0,
g24420,1040,37.4,0,
g24421,276,70.29,0,
g24422,4832,35.74,0,
g24423,276,56.88,0,
g24424,7412,33.12,0,
g24425,1454,35.49,0,
g24426,42286,37.25,0,
g24427,1498,40.45,0,
g24428,2344,45.82,0,
g24429,2241,44.8,0,
g2443,13470,33.61,0,
g24430,381,65.88,0,
g24431,34089,37.12,0,
g24432,1300,33.54,0,
g24433,4743,33.4,0,
g24434,28580,36.85,0,
g24435,16685,39.36,0,
g24436,615,55.28,0,
g24437,12963,33.32,0,
g24438,36833,37.38,0,
g24439,19419,38.7,0,
g2444,1573,32.99,0,
g24440,204,59.8,0,
g24441,6042,38.78,0,
g24442,2595,31.41,0,
g24443,812,39.78,0,
g24444,213,56.34,0,
g24445,348,51.72,0,
g24446,606,53.47,0,
g24447,8458,38.13,0,
g24448,5016,36.96,0,
g24449,2085,36.35,0,
g2445,10682,32.25,0,
g24450,20459,36.83,0,
g24451,12043,37.67,0,
g24452,8946,33.95,0,
g24453,2234,33.12,0,
g24454,7424,36.58,0,
g24455,2818,36.59,0,
g24456,7765,35.21,0,
g24457,3588,36.4,0,
g24458,26370,33.42,0,
g24459,55489,37.26,0,
g2446,3146,36.65,0,
g24460,207,54.11,0,
g24461,43573,35.06,0,
g24462,4652,38.2,0,
g24463,23300,36.0,0,
g24464,6329,31.96,0,
g24465,184943,36.54,0,
g24466,422,38.39,0,
g24467,246,52.44,0,
g24468,357,49.86,0,
g24469,3968,41.63,0,
g2447,7124,35.7,0,
g24470,11438,39.19,0,
g24471,2690,38.03,0,
g24472,2388,38.11,0,
g24473,9625,33.48,0,
g24474,838,44.03,0,
g24475,468,56.62,0,
g24476,339,53.69,0,
g24477,17988,38.19,0,
g24478,1950,37.03,0,
g24479,8625,34.45,0,
g2448,24183,36.1,0,
g24480,450,72.67,0,
g24481,13382,34.36,0,
g24482,14360,34.97,0,
g24483,26571,34.91,0,
g24484,1372,32.29,0,
g24485,20616,36.87,0,
g24486,1828,45.19,0,
g24487,2517,47.44,0,
g24488,1074,48.79,0,
g24489,8428,31.4,0,
g2449,3545,42.43,0,
g24490,324,52.16,0,
g24491,46086,38.9,0,
g24492,5734,31.79,0,
g24493,7870,34.55,0,
g24494,1709,42.72,0,
g24495,546,47.8,0,
g24496,75661,35.89,0,
g24497,279,53.05,0,
g24498,2403,38.99,0,
g24499,52222,35.15,0,
g245,11274,38.16,0,
g2450,70447,37.31,0,
g24500,8673,38.68,0,
g24501,3980,41.73,0,
g24502,1284,46.26,0,
g24503,8492,38.07,0,
g24504,1183,49.28,0,
g24505,15969,36.27,0,
g24506,16706,34.02,0,
g24507,30959,36.7,0,
g24508,2160,34.58,0,
g24509,39852,36.85,0,
g2451,37369,37.42,0,
g24510,5054,38.09,0,
g24511,2598,38.07,0,
g24512,8672,35.87,0,
g24513,15377,38.06,0,
g24514,20071,35.39,0,
g24515,3520,34.6,0,
g24516,7899,31.93,0,
g24517,10804,32.47,0,
g24518,7704,37.25,0,
g24519,11394,38.01,0,
g2452,7693,36.63,0,
g24520,6440,41.99,0,
g24521,13347,38.87,0,
g24522,219149,36.22,0,
g24523,17547,34.46,0,
g24524,1995,39.35,0,
g24525,10550,37.82,0,
g24526,3015,38.01,0,
g24527,684,55.7,0,
g24528,14160,34.89,0,
g24529,3766,40.18,0,
g2453,27263,31.88,0,
g24530,2746,34.41,0,
g24531,636,38.36,0,
g24532,356,43.26,0,
g24533,2019,34.82,0,
g24534,10554,35.82,0,
g24535,3275,33.31,0,
g24536,432,46.99,0,
g24537,423,39.72,0,
g24538,5628,30.95,0,
g24539,2058,33.67,0,
g2454,500,30.0,0,
g24540,6899,37.03,0,
g24541,7049,32.59,0,
g24542,5309,32.81,0,
g24543,3907,38.42,0,
g24544,9549,34.22,0,
g24545,8186,34.51,0,
g24546,516,55.04,0,
g24547,3658,39.04,0,
g24548,3549,34.09,0,
g24549,5133,33.74,0,
g2455,486,52.67,0,
g24550,2180,41.56,0,
g24551,30691,35.45,0,
g24552,59470,38.42,0,
g24553,6573,33.23,0,
g24554,14153,36.54,0,
g24555,2643,37.87,0,
g24556,13059,37.05,0,
g24557,38045,36.19,0,
g24558,6203,35.93,0,
g24559,61744,37.89,0,
g2456,8595,33.96,0,
g24560,10539,37.57,0,
g24561,15871,36.18,0,
g24562,16088,37.6,0,
g24563,7601,39.98,0,
g24564,11727,34.71,0,
g24565,4847,36.93,0,
g24566,4694,40.56,0,
g24567,69004,33.84,0,
g24568,7161,39.25,0,
g24569,6262,48.71,0,
g2457,624,50.8,0,
g24570,917,35.88,0,
g24571,3686,34.35,0,
g24572,13581,37.34,0,
g24573,7901,40.56,0,
g24574,11448,33.49,0,
g24575,9409,34.4,0,
g24576,354,53.67,0,
g24577,91997,35.09,0,
g24578,7301,32.38,0,
g24579,1428,36.69,0,
g2458,22758,37.59,0,
g24580,5003,33.68,0,
g24581,26717,36.59,0,
g24582,22493,33.38,0,
g24583,82564,36.65,0,
g24584,24369,35.64,0,
g24585,3903,40.61,0,
g24586,5201,40.47,0,
g24587,2915,38.7,0,
g24588,20060,38.32,0,
g24589,8594,37.79,0,
g2459,1030,55.73,0,
g24590,2619,31.77,0,
g24591,10165,36.06,0,
g24592,7629,38.88,0,
g24593,381,37.8,0,
g24594,6097,36.54,0,
g24595,56211,36.97,0,
g24596,2142,31.51,0,
g24597,22229,35.94,0,
g24598,10954,38.26,0,
g24599,15292,35.8,0,
g246,24162,37.85,0,
g2460,378,42.06,0,
g24600,270,62.22,0,
g24601,273,37.0,0,
g24602,5907,46.52,0,
g24603,5592,37.07,0,
g24604,49175,36.07,0,
g24605,7706,34.61,0,
g24606,3782,33.16,0,
g24607,10286,35.58,0,
g24608,18072,35.78,0,
g24609,6693,38.7,0,
g2461,351,47.29,0,
g24610,7411,37.93,0,
g24611,237,42.19,0,
g24612,7707,38.42,0,
g24613,21773,35.53,0,
g24614,31891,34.33,0,
g24615,3395,36.17,0,
g24616,6532,39.5,0,
g24617,2884,36.65,0,
g24618,507,45.76,0,
g24619,24726,36.53,0,
g2462,864,47.92,0,
g24620,2258,41.85,0,
g24621,222,65.32,0,
g24622,408,36.27,0,
g24623,9214,34.06,0,
g24624,396,59.6,0,
g24625,10889,36.14,0,
g24626,519,38.34,0,
g24627,29506,36.55,0,
g24628,14600,38.79,0,
g24629,81595,36.52,0,
g2463,18551,33.44,0,
g24630,45615,37.22,0,
g24631,114698,37.61,0,
g24632,23238,39.1,0,
g24633,5837,39.23,0,
g24634,5358,35.57,0,
g24635,360,70.0,0,
g24636,288,61.11,0,
g24637,11482,33.25,0,
g24638,31566,36.5,0,
g24639,1823,33.52,0,
g2464,1630,48.9,0,
g24640,15228,36.23,0,
g24641,12676,39.18,0,
g24642,23547,36.0,0,
g24643,64817,35.1,0,
g24644,1176,43.45,0,
g24645,1182,40.95,0,
g24646,7571,39.74,0,
g24647,6852,33.26,0,
g24648,18483,36.71,0,
g24649,375,40.53,0,
g2465,16325,36.48,0,
g24650,14822,36.84,0,
g24651,2467,34.37,0,
g24652,1090,40.46,0,
g24653,5681,40.64,0,
g24654,23911,35.26,0,
g24655,345,51.01,0,
g24656,2018,39.99,0,
g24657,2127,33.57,0,
g24658,19402,34.76,0,
g24659,55911,40.29,0,
g2466,8942,32.9,0,
g24660,1384,35.91,0,
g24661,1659,35.14,0,
g24662,1115,34.26,0,
g24663,1413,28.17,0,
g24664,38530,38.07,0,
g24665,11038,35.2,0,
g24666,22575,40.14,0,
g24667,222,41.44,0,
g24668,16414,35.52,0,
g24669,30329,35.85,0,
g2467,9316,39.48,0,
g24670,18298,35.57,0,
g24671,42310,35.37,0,
g24672,258,32.95,0,
g24673,5578,34.53,0,
g24674,25666,39.05,0,
g24675,2958,43.37,0,
g24676,7283,41.03,0,
g24677,399,58.65,0,
g24678,14544,38.34,0,
g24679,29712,43.03,0,
g2468,5289,33.81,0,
g24680,1408,42.97,0,
g24681,267,55.43,0,
g24682,23290,35.74,0,
g24683,519,63.2,0,
g24684,10222,41.73,0,
g24685,15620,35.05,0,
g24686,11451,33.44,0,
g24687,7652,32.33,0,
g24688,33077,35.81,0,
g24689,5331,38.32,0,
g2469,1017,58.9,0,
g24690,1042,42.42,0,
g24691,4724,37.28,0,
g24692,48181,36.64,0,
g24693,1758,54.78,0,
g24694,297,64.65,0,
g24695,273,56.78,0,
g24696,536,55.6,0,
g24697,333,56.76,0,
g24698,336,51.19,0,
g24699,270,55.93,0,
g247,912,44.63,0,
g2470,405,55.06,0,
g24700,354,42.37,0,
g24701,67214,37.21,0,
g24702,13966,34.93,0,
g24703,2667,37.2,0,
g24704,11895,37.38,0,
g24705,5746,40.03,0,
g24706,145439,35.49,0,
g24707,1285,42.8,0,
g24708,1269,44.13,0,
g24709,48799,38.95,0,
g2471,342,51.75,0,
g24710,707,49.22,0,
g24711,15832,39.39,0,
g24712,6989,40.01,0,
g24713,18880,36.75,0,
g24714,2763,33.8,0,
g24715,549,42.99,0,
g24716,57641,34.69,0,
g24717,3207,34.77,0,
g24718,6778,35.47,0,
g24719,21099,34.8,0,
g2472,3194,39.45,0,
g24720,333,74.77,0,
g24721,840,52.14,0,
g24722,4952,37.54,0,
g24723,3293,31.98,0,
g24724,6429,39.7,0,
g24725,1053,52.99,0,
g24726,618,55.5,0,
g24727,9148,41.66,0,
g24728,8649,40.22,0,
g24729,2371,46.27,0,
g2473,375,73.6,0,
g24730,327,51.38,0,
g24731,330,58.18,0,
g24732,10224,39.22,0,
g24733,20306,36.99,0,
g24734,11380,39.15,0,
g24735,8290,30.53,0,
g24736,2902,38.01,0,
g24737,26204,36.11,0,
g24738,792,61.49,0,
g24739,2517,32.78,0,
g2474,2374,33.78,0,
g24740,7675,36.46,0,
g24741,405,51.6,0,
g24742,996,42.37,0,
g24743,20669,38.27,0,
g24744,504,57.34,0,
g24745,420,53.1,0,
g24746,11378,36.5,0,
g24747,5581,35.28,0,
g24748,546,55.13,0,
g24749,1890,63.39,0,
g2475,30229,36.28,0,
g24750,1902,63.35,0,
g24751,3809,34.23,0,
g24752,552,55.62,0,
g24753,549,53.01,0,
g24754,7781,35.46,0,
g24755,9799,32.71,0,
g24756,3352,35.23,0,
g24757,1140,37.81,0,
g24758,12454,36.79,0,
g24759,5085,33.02,0,
g2476,3793,40.57,0,
g24760,1725,46.03,0,
g24761,26018,39.75,0,
g24762,7579,34.75,0,
g24763,1407,38.66,0,
g24764,16562,35.83,0,
g24765,13118,34.64,0,
g24766,1776,38.46,0,
g24767,2481,48.33,0,
g24768,65873,36.62,0,
g24769,1219,44.22,0,
g2477,8872,37.39,0,
g24770,1038,40.94,0,
g24771,4082,35.99,0,
g24772,10553,36.53,0,
g24773,4739,42.18,0,
g24774,426,53.05,0,
g24775,30345,33.42,0,
g24776,30680,37.59,0,
g24777,267,49.44,0,
g24778,17582,36.96,0,
g24779,17477,36.55,0,
g2478,1597,49.41,0,
g24780,88943,34.74,0,
g24781,25765,34.45,0,
g24782,894,33.11,0,
g24783,22226,33.56,0,
g24784,31716,36.63,0,
g24785,2330,40.13,0,
g24786,11852,34.35,0,
g24787,2267,30.13,0,
g24788,5077,41.07,0,
g24789,2535,37.91,0,
g2479,6829,39.02,0,
g24790,42815,37.39,0,
g24791,17415,35.78,0,
g24792,8562,33.64,0,
g24793,366,39.62,0,
g24794,7565,36.59,0,
g24795,9935,33.8,0,
g24796,273,70.33,0,
g24797,306,58.5,0,
g24798,2510,40.36,0,
g24799,327,63.3,0,
g248,900,49.89,0,
g2480,258,48.45,0,
g24800,285,60.7,0,
g24801,732,85.25,0,
g24802,24992,37.2,0,
g24803,21416,36.28,0,
g24804,1464,46.79,0,
g24805,1386,31.53,0,
g24806,16546,35.07,0,
g24807,15609,33.64,0,
g24808,14834,35.44,0,
g24809,23461,41.98,0,
g2481,3334,37.73,0,
g24810,14570,31.61,0,
g24811,9929,36.95,0,
g24812,2273,42.15,0,
g24813,16359,36.83,0,
g24814,54376,36.81,0,
g24815,16039,38.18,0,
g24816,3551,36.44,0,
g24817,3674,40.09,0,
g24818,255,51.76,0,
g24819,21905,38.89,0,
g2482,285,55.09,0,
g24820,24976,36.47,0,
g24821,402,68.16,0,
g24822,423,71.63,0,
g24823,1509,63.35,0,
g24824,375,61.33,0,
g24825,384,52.34,0,
g24826,306,64.38,0,
g24827,315,68.57,0,
g24828,780,68.97,0,
g24829,216,80.56,0,
g2483,497,42.05,0,
g24830,765,74.77,0,
g24831,315,73.33,0,
g24832,1173,71.1,0,
g24833,1354,66.47,0,
g24834,267,39.33,0,
g24835,12612,31.99,0,
g24836,4684,29.91,0,
g24837,10482,31.99,0,
g24838,15470,34.73,0,
g24839,4907,39.56,0,
g2484,8955,35.58,0,
g24840,8284,37.23,0,
g24841,883,37.83,0,
g24842,2417,32.85,0,
g24843,2504,37.22,0,
g24844,588,70.41,0,
g24845,20322,36.6,0,
g24846,15467,37.25,0,
g24847,10306,37.89,0,
g24848,13634,33.41,0,
g24849,3193,36.55,0,
g2485,885,63.62,0,
g24850,6120,34.72,0,
g24851,10257,35.42,0,
g24852,17068,33.16,0,
g24853,9345,37.77,0,
g24854,2451,36.72,0,
g24855,17401,34.7,0,
g24856,3884,34.78,0,
g24857,435,58.16,0,
g24858,396,57.83,0,
g24859,1947,36.77,0,
g2486,402,56.97,0,
g24860,1199,35.28,0,
g24861,2254,35.18,0,
g24862,1965,35.73,0,
g24863,10879,31.24,0,
g24864,600,37.0,0,
g24865,25480,33.49,0,
g24866,23967,34.01,0,
g24867,73490,37.52,0,
g24868,1116,37.54,0,
g24869,19766,40.4,0,
g2487,516,43.22,0,
g24870,16888,37.42,0,
g24871,2172,38.49,0,
g24872,390,50.0,0,
g24873,231,64.5,0,
g24874,369,56.64,0,
g24875,372,56.18,0,
g24876,567,56.26,0,
g24877,10602,33.11,0,
g24878,5946,33.7,0,
g24879,50973,35.6,0,
g2488,297,56.23,0,
g24880,321,60.44,0,
g24881,2932,31.75,0,
g24882,5003,39.38,0,
g24883,2686,39.87,0,
g24884,20607,38.41,0,
g24885,1170,45.21,0,
g24886,12613,37.85,0,
g24887,9252,36.27,0,
g24888,4362,39.04,0,
g24889,724,46.96,0,
g2489,7904,33.14,0,
g24890,6426,33.86,0,
g24891,1724,34.05,0,
g24892,28413,34.37,0,
g24893,40311,36.57,0,
g24894,11644,36.89,0,
g24895,330,58.18,0,
g24896,1134,37.83,0,
g24897,2885,45.82,0,
g24898,16461,25.02,0,
g24899,1389,38.16,0,
g249,21956,36.5,0,
g2490,402,40.8,0,
g24900,77332,37.39,0,
g24901,5638,41.84,0,
g24902,1431,41.23,0,
g24903,18048,32.02,0,
g24904,3327,28.91,0,
g24905,5874,39.45,0,
g24906,7623,36.68,0,
g24907,2409,44.13,0,
g24908,2295,42.05,0,
g24909,282,51.06,0,
g2491,4048,33.84,0,
g24910,32654,36.76,0,
g24911,339,52.21,0,
g24912,276,49.28,0,
g24913,414,60.39,0,
g24914,207,58.94,0,
g24915,2855,39.19,0,
g24916,2825,31.96,0,
g24917,4357,32.73,0,
g24918,8557,32.6,0,
g24919,17773,35.96,0,
g2492,708,37.15,0,
g24920,8482,35.19,0,
g24921,36875,37.94,0,
g24922,7536,34.71,0,
g24923,37105,34.23,0,
g24924,24541,35.72,0,
g24925,35331,34.24,0,
g24926,6567,38.36,0,
g24927,204,70.1,0,
g24928,282,64.54,0,
g24929,16890,40.18,0,
g2493,5081,34.62,0,
g24930,24368,37.41,0,
g24931,65985,34.86,0,
g24932,9943,36.85,0,
g24933,16674,36.5,0,
g24934,1235,47.53,0,
g24935,24461,37.38,0,
g24936,77356,34.97,0,
g24937,26610,36.57,0,
g24938,822,40.27,0,
g24939,32418,37.7,0,
g2494,33326,32.68,0,
g24940,11947,35.52,0,
g24941,28865,35.92,0,
g24942,15204,34.0,0,
g24943,2315,37.45,0,
g24944,70226,37.1,0,
g24945,1853,37.56,0,
g24946,15117,34.32,0,
g24947,4893,36.24,0,
g24948,12464,36.67,0,
g24949,477,56.6,0,
g2495,28939,36.55,0,
g24950,6957,38.25,0,
g24951,5067,37.1,0,
g24952,5856,38.95,0,
g24953,4215,33.29,0,
g24954,3252,34.81,0,
g24955,7598,41.73,0,
g24956,39362,38.26,0,
g24957,8988,35.68,0,
g24958,438,57.99,0,
g24959,879,37.2,0,
g2496,4600,37.54,0,
g24960,1694,34.65,0,
g24961,32405,36.32,0,
g24962,95350,34.24,0,
g24963,18604,34.43,0,
g24964,4922,40.04,0,
g24965,3016,36.64,0,
g24966,8615,37.59,0,
g24967,524,30.34,0,
g24968,1341,36.99,0,
g24969,3348,29.93,0,
g2497,3572,41.46,0,
g24970,73448,34.72,0,
g24971,1875,39.95,0,
g24972,5044,38.92,0,
g24973,35417,36.41,0,
g24974,9180,36.68,0,
g24975,1602,33.9,0,
g24976,10820,32.45,0,
g24977,3560,32.53,0,
g24978,7582,36.4,0,
g24979,2300,33.78,0,
g2498,3735,42.03,0,
g24980,24830,35.09,0,
g24981,5774,33.39,0,
g24982,333,32.73,0,
g24983,378,55.03,0,
g24984,1757,44.0,0,
g24985,5933,38.46,0,
g24986,3814,35.45,0,
g24987,9444,36.61,0,
g24988,23936,36.38,0,
g24989,3436,34.25,0,
g2499,90329,36.56,0,
g24990,1784,33.91,0,
g24991,558,49.82,0,
g24992,8834,39.09,0,
g24993,695,43.02,0,
g24994,1165,34.33,0,
g24995,16999,36.73,0,
g24996,31665,36.23,0,
g24997,7856,36.04,0,
g24998,32770,35.65,0,
g24999,19588,36.13,0,
g25,5835,39.91,0,
g250,1240,34.11,0,
g2500,4640,32.72,0,
g25000,11394,36.51,0,
g25001,30311,35.12,0,
g25002,19372,36.87,0,
g25003,534,41.39,0,
g25004,771,34.24,0,
g25005,18676,38.45,0,
g25006,1653,40.96,0,
g25007,264,57.58,0,
g25008,2706,32.63,0,
g25009,14012,35.71,0,
g2501,10881,47.24,0,
g25010,21195,36.3,0,
g25011,6572,34.02,0,
g25012,16806,36.11,0,
g25013,8383,36.61,0,
g25014,6822,31.06,0,
g25015,306,32.68,0,
g25016,1955,38.67,0,
g25017,633,31.6,0,
g25018,273,37.0,0,
g25019,15134,38.76,0,
g2502,393,59.29,0,
g25020,276,70.29,0,
g25021,34911,36.95,0,
g25022,18809,37.56,0,
g25023,5790,38.45,0,
g25024,14166,33.12,0,
g25025,10998,35.15,0,
g25026,3740,42.3,0,
g25027,717,36.12,0,
g25028,675,38.07,0,
g25029,9080,39.64,0,
g2503,113734,37.41,0,
g25030,87844,36.65,0,
g25031,9665,35.85,0,
g25032,360,40.56,0,
g25033,12676,35.55,0,
g25034,989,50.05,0,
g25035,7299,38.58,0,
g25036,255,63.14,0,
g25037,19247,35.24,0,
g25038,7839,38.19,0,
g25039,2048,34.77,0,
g2504,9105,42.08,0,
g25040,18350,37.84,0,
g25041,4798,31.95,0,
g25042,13518,32.81,0,
g25043,5006,29.84,0,
g25044,4517,34.03,0,
g25045,516,56.2,0,
g25046,46089,36.3,0,
g25047,906,32.78,0,
g25048,11118,33.87,0,
g25049,32162,33.58,0,
g2505,2275,45.14,0,
g25050,19032,35.61,0,
g25051,5719,45.58,0,
g25052,68889,38.64,0,
g25053,9624,39.52,0,
g25054,5618,37.27,0,
g25055,7125,34.15,0,
g25056,4266,36.99,0,
g25057,10820,37.7,0,
g25058,13904,33.23,0,
g25059,9673,36.27,0,
g2506,2335,37.86,0,
g25060,20433,35.3,0,
g25061,9097,34.77,0,
g25062,4185,33.29,0,
g25063,10645,34.78,0,
g25064,11243,34.2,0,
g25065,79198,36.73,0,
g25066,9262,32.75,0,
g25067,432,70.6,0,
g25068,821,60.17,0,
g25069,5888,41.27,0,
g2507,717,38.77,0,
g25070,432,70.6,0,
g25071,534,67.23,0,
g25072,16089,37.27,0,
g25073,1067,35.71,0,
g25074,2777,35.47,0,
g25075,279,55.2,0,
g25076,3475,34.19,0,
g25077,25895,38.95,0,
g25078,1150,40.17,0,
g25079,10244,40.15,0,
g2508,843,40.57,0,
g25080,3602,37.78,0,
g25081,756,41.67,0,
g25082,5785,35.04,0,
g25083,252,81.35,0,
g25084,32906,37.42,0,
g25085,9061,34.15,0,
g25086,1677,38.28,0,
g25087,8767,32.07,0,
g25088,879,50.74,0,
g25089,549,42.99,0,
g2509,45221,34.37,0,
g25090,261,54.41,0,
g25091,15734,33.49,0,
g25092,23260,33.17,0,
g25093,3579,40.82,0,
g25094,402,50.5,0,
g25095,6901,34.01,0,
g25096,3344,33.91,0,
g25097,2468,36.3,0,
g25098,228,51.32,0,
g25099,20607,35.02,0,
g251,1622,39.27,0,
g2510,531,58.57,0,
g25100,1868,37.47,0,
g25101,7363,38.34,0,
g25102,11626,36.57,0,
g25103,6603,39.22,0,
g25104,1356,52.36,0,
g25105,11765,49.83,0,
g25106,207,58.45,0,
g25107,249,59.84,0,
g25108,44566,34.76,0,
g25109,3395,33.2,0,
g2511,65264,36.25,0,
g25110,447,49.44,0,
g25111,4589,34.58,0,
g25112,1892,33.83,0,
g25113,19161,34.01,0,
g25114,15376,34.31,0,
g25115,4188,35.7,0,
g25116,3928,37.4,0,
g25117,4425,31.66,0,
g25118,7855,35.26,0,
g25119,11867,36.23,0,
g2512,8647,38.43,0,
g25120,19401,31.98,0,
g25121,27393,37.46,0,
g25122,9823,38.61,0,
g25123,1017,35.3,0,
g25124,18524,36.87,0,
